emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
instructor,6.0,CA,RENT,80000.0,Verified,11.88,,,,0,,1997,2,11,9,27100,14056,0,3,,0,0,2,4,6.0,9,0.0,0,3,7600,7,6,3,0,100.0,2,1,house,individual,40000,36,11.99,1328.39,B,B5,Jan-2018,Current,whole,Cash,35262.66,6761.85,4737.34,2024.51,0.0
sales,10.0,CA,RENT,150000.0,Source Verified,9.33,160000.0,Source Verified,8.95,0,,2000,0,13,5,55420,38733,0,1,,0,0,2,1,,5,0.0,0,2,14100,6,3,3,0,100.0,0,1,debt_consolidation,joint,14000,36,9.93,451.29,B,B2,Jan-2018,Current,whole,Cash,12610.69,1869.63,1389.31,435.2,45.12
crisis counselor,10.0,KY,MORTGAGE,35000.0,Not Verified,23.01,,,,0,,1998,0,33,16,185161,86272,0,0,,0,0,3,6,16.0,16,0.0,0,9,44700,20,11,10,2,100.0,0,0,debt_consolidation,individual,2400,36,7.96,75.17,A,A5,Mar-2018,Current,whole,Cash,2221.07,223.39,178.93,44.46,0.0
microbiology labratory security,0.0,CA,OWN,27000.0,Not Verified,2.54,,,,0,,1999,0,5,3,15600,1364,0,0,,0,0,0,0,,3,0.0,0,2,15000,3,3,2,0,100.0,0,0,other,individual,3600,36,6.72,110.7,A,A3,Jan-2018,Current,fractional,Cash,3142.2,552.16,457.8,94.36,0.0
telecommunications analyst,3.0,TX,MORTGAGE,92000.0,Not Verified,25.33,,,,0,,2001,1,33,8,260226,51302,0,1,,0,0,4,6,8.0,8,0.0,0,2,37200,13,3,2,2,100.0,0,1,home_improvement,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18468.54,1800.27,1531.46,268.81,0.0
financial service specialist,1.0,CA,RENT,40000.0,Source Verified,29.72,,,,0,,2006,0,20,10,57628,34805,0,0,,0,0,3,2,18.0,10,0.0,0,3,23800,10,7,5,0,100.0,0,0,credit_card,individual,16000,36,6.07,487.26,A,A2,Mar-2018,Current,whole,DirectPay,14774.84,1450.99,1225.16,225.83,0.0
cook / server,5.0,CA,RENT,30000.0,Source Verified,5.68,,,,0,,1997,1,13,4,11000,3775,0,0,,0,0,1,1,8.0,4,0.0,0,1,6500,7,3,1,0,100.0,0,0,credit_card,individual,2000,36,10.42,64.93,B,B3,Feb-2018,Current,whole,Cash,1807.25,258.56,192.75,65.81,0.0
aviation inspector,10.0,CA,MORTGAGE,90000.0,Not Verified,18.63,,,,0,,1997,0,31,13,321900,30997,0,0,,0,0,1,3,,13,0.0,0,3,49100,15,11,4,2,100.0,0,0,home_improvement,individual,15000,36,5.32,451.73,A,A1,Jan-2018,Current,whole,Cash,13056.7,2249.78,1943.3,306.48,0.0
realtor / assistant,5.0,NJ,MORTGAGE,80000.0,Not Verified,18.39,125000.0,Not Verified,11.77,0,56.0,1993,3,27,14,531782,81876,0,0,76.0,0,0,4,5,1.0,14,0.0,0,2,18200,16,9,6,3,74.1,0,0,credit_card,joint,14000,60,9.44,293.62,B,B1,Jan-2018,Current,whole,Cash,13068.02,1460.76,931.98,528.78,0.0
cashier,3.0,WA,RENT,25000.0,Not Verified,14.31,,,,0,25.0,1998,1,24,14,33000,6979,0,1,,0,0,1,3,7.0,14,0.0,0,4,18200,21,13,6,0,95.7,0,1,debt_consolidation,individual,5000,36,7.35,155.19,A,A4,Jan-2018,Current,whole,Cash,4369.5,771.87,630.5,141.37,0.0
,,TX,MORTGAGE,20000.0,Source Verified,0.0,,,,0,,2000,3,14,7,64000,0,0,0,,0,0,0,1,5.0,7,0.0,0,0,10000,11,6,0,2,100.0,0,0,other,individual,10000,60,9.92,212.08,B,B2,Mar-2018,Current,whole,Cash,9608.54,652.78,391.46,261.32,0.0
chief financial officer,2.0,MA,MORTGAGE,151000.0,Verified,15.81,,,,0,28.0,1987,3,30,17,160259,77372,0,0,28.0,0,0,3,13,7.0,17,0.0,0,4,64400,18,14,6,4,86.7,0,0,home_improvement,individual,40000,60,10.9,867.71,B,B4,Mar-2018,Current,whole,Cash,38473.08,2578.91,1526.92,1051.99,0.0
officer of corporation,6.0,CA,RENT,70000.0,Not Verified,27.6,,,,0,,1995,4,22,11,92378,45569,0,0,,0,0,4,2,0.0,11,0.0,0,3,26700,7,6,4,0,100.0,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Mar-2018,Current,whole,Cash,9241.27,918.77,758.73,160.04,0.0
kitchen designer,4.0,ME,OWN,35000.0,Verified,29.12,,,,0,,2003,0,34,18,72470,37589,0,0,,0,0,10,3,20.0,18,0.0,0,0,19300,13,8,0,0,100.0,0,0,debt_consolidation,individual,8000,36,5.32,240.92,A,A1,Feb-2018,Current,whole,Cash,6920.52,1207.77,1079.48,128.29,0.0
regional manager ,2.0,NY,RENT,84000.0,Verified,7.57,,,,0,,2007,1,8,2,38401,35702,0,0,,0,0,1,1,1.0,2,0.0,0,1,3000,6,1,1,0,100.0,0,0,house,individual,35000,60,11.99,778.38,B,B5,Jan-2018,Late (31-120 days),whole,Cash,33701.09,2311.83,1298.91,1012.92,0.0
executive chef,2.0,CA,MORTGAGE,200000.0,Source Verified,10.67,,,,0,,2003,1,30,14,513156,35893,0,0,,0,0,3,2,10.0,14,0.0,0,3,104100,18,8,3,2,100.0,0,0,debt_consolidation,individual,20000,36,5.32,602.3,A,A1,Feb-2018,Current,whole,Cash,17931.76,2394.42,2068.24,326.18,0.0
operations manager,10.0,NJ,RENT,65000.0,Not Verified,15.05,,,,0,,2004,1,36,18,101727,22442,0,0,,0,0,3,8,3.0,18,0.0,0,4,55900,28,15,4,0,100.0,0,0,debt_consolidation,individual,3000,36,6.07,91.37,A,A2,Feb-2018,Current,whole,Cash,2692.9,363.46,307.1,56.36,0.0
mechanic,10.0,TX,OWN,52000.0,Source Verified,2.28,,,,0,,2005,10,8,5,4100,1460,0,0,,0,3827,0,1,9.0,5,0.0,0,5,4100,6,5,5,1,100.0,0,0,major_purchase,individual,10000,36,11.99,332.1,B,B5,Mar-2018,Current,whole,Cash,2700.05,7516.29,7299.95,216.34,0.0
services coordinator,2.0,ME,RENT,44000.0,Verified,12.9,,,,0,79.0,2004,2,18,12,269361,46789,0,1,79.0,0,0,10,4,6.0,11,0.0,0,1,2900,4,1,1,1,94.4,0,1,major_purchase,individual,5000,36,6.71,153.73,A,A3,Mar-2018,Current,whole,Cash,4620.57,459.33,379.43,79.9,0.0
,,MA,MORTGAGE,145000.0,Not Verified,16.57,,,,0,33.0,1982,2,35,19,506779,58807,0,0,,0,0,2,2,6.0,19,0.0,0,9,95600,21,15,10,3,91.4,0,0,debt_consolidation,individual,15000,36,5.31,451.66,A,A1,Feb-2018,Current,whole,Cash,13839.02,1350.56,1160.98,189.58,0.0
associate medical director,2.0,CT,OWN,100000.0,Source Verified,10.92,,,,0,,2001,3,10,5,30000,15946,0,1,,0,0,1,2,10.0,5,0.0,0,3,15000,7,4,3,0,100.0,0,1,home_improvement,individual,40000,36,10.9,1307.66,B,B4,Feb-2018,Current,whole,Cash,37141.21,4007.76,2858.79,1148.97,0.0
graphic designer,7.0,CA,RENT,76000.0,Not Verified,11.45,,,,0,,2007,0,17,10,54900,18790,0,0,,0,0,3,3,17.0,10,0.0,0,3,21300,9,6,5,0,100.0,0,0,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Feb-2018,Current,whole,Cash,6939.85,1222.88,1060.15,162.73,0.0
group creative director,0.0,NY,MORTGAGE,275000.0,Source Verified,11.12,,,,0,,1998,3,23,14,599264,147964,0,0,,0,0,0,3,6.0,14,0.0,0,7,103100,19,12,9,3,100.0,0,0,debt_consolidation,individual,40000,36,9.44,1280.2,B,B1,Mar-2018,Current,whole,DirectPay,37080.55,3935.0,2919.45,1015.55,0.0
large format printing lead,3.0,NY,RENT,35500.0,Not Verified,16.93,,,,0,82.0,2007,0,14,10,53495,42709,0,0,82.0,0,0,3,5,18.0,10,0.0,0,4,8600,8,7,6,0,92.9,0,0,debt_consolidation,individual,3300,36,11.99,109.6,B,B5,Jan-2018,Current,whole,Cash,2909.13,545.8,390.87,154.93,0.0
,,CA,MORTGAGE,130000.0,Not Verified,14.43,,,,0,,2003,1,36,10,440947,97118,0,0,,0,0,1,5,5.0,10,0.0,0,4,72800,13,8,4,7,100.0,0,0,medical,individual,15000,36,6.07,456.81,A,A2,Mar-2018,Current,whole,Cash,13851.4,1365.37,1148.6,216.77,0.0
,,UT,OWN,56000.0,Source Verified,16.08,,,,0,,2003,0,10,5,45665,23724,0,0,,0,0,2,1,,5,0.0,0,3,23500,5,3,3,1,100.0,0,0,debt_consolidation,individual,11500,36,5.31,346.27,A,A1,Feb-2018,Current,whole,DirectPay,10310.6,1378.3,1189.4,188.9,0.0
technical sales rep,1.0,FL,OWN,150000.0,Source Verified,33.23,,,,1,10.0,1969,2,35,18,566609,105380,0,0,,0,0,4,7,12.0,17,0.0,0,4,63000,15,11,8,6,97.1,0,0,credit_card,individual,16500,36,6.07,502.49,A,A2,Mar-2018,Current,fractional,DirectPay,15236.55,1501.91,1263.45,238.46,0.0
dockworker,3.0,PA,OWN,70000.0,Not Verified,7.75,,,,0,,1992,0,11,10,68800,19857,0,0,,0,0,0,3,15.0,10,0.0,0,3,61100,11,10,4,0,100.0,0,0,debt_consolidation,individual,10000,60,9.44,209.73,B,B1,Feb-2018,Current,whole,Cash,9469.53,833.68,530.47,303.21,0.0
sales,7.0,NC,MORTGAGE,350000.0,Verified,6.21,,,,0,,1986,0,27,13,541617,81103,0,0,,0,0,1,4,21.0,13,0.0,0,7,81100,14,9,8,4,100.0,0,0,debt_consolidation,individual,35000,36,6.08,1066.04,A,A2,Feb-2018,Current,whole,Cash,31418.07,4252.34,3581.93,670.41,0.0
house officer ,3.0,NY,OWN,85820.0,Not Verified,19.44,,,,0,,1999,0,19,10,43400,35479,0,0,,0,0,3,5,15.0,10,0.0,0,3,5300,15,7,7,0,100.0,0,0,other,individual,16000,36,9.92,515.68,B,B2,Mar-2018,Current,whole,Cash,14840.23,1538.22,1159.77,378.45,0.0
teacher,10.0,NM,RENT,90000.0,Not Verified,16.31,,,,0,66.0,1991,4,28,12,79813,50734,0,1,66.0,0,0,5,7,7.0,12,0.0,0,4,17200,12,7,6,0,96.3,0,1,debt_consolidation,individual,7000,36,10.41,227.23,B,B3,Feb-2018,Current,whole,Cash,6496.14,677.64,503.86,173.78,0.0
finance,10.0,AZ,MORTGAGE,45000.0,Not Verified,17.49,,,,0,,2004,3,35,13,205174,27470,0,0,72.0,0,250,3,7,5.0,13,,0,7,37700,25,9,5,3,100.0,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Feb-2018,Current,whole,Cash,9002.87,1248.49,997.13,251.36,0.0
sales manager,0.0,KY,MORTGAGE,170000.0,Not Verified,7.2,,,,0,,2000,3,26,8,526275,59144,0,0,,0,0,2,5,3.0,8,0.0,0,5,50700,13,5,5,6,100.0,0,0,home_improvement,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,whole,Cash,4364.17,765.02,635.83,129.19,0.0
certified peer specialist,5.0,VA,MORTGAGE,33427.94,Source Verified,3.48,74948.38,Not Verified,25.62,0,,1999,1,9,6,83600,3503,0,0,,0,2873,0,3,5.0,6,0.0,0,2,6600,6,5,2,2,100.0,0,0,debt_consolidation,joint,9000,36,10.91,294.27,B,B4,Jan-2018,Current,whole,Cash,8138.56,1171.62,861.44,310.18,0.0
medical asst,10.0,MA,RENT,92000.0,Not Verified,9.37,,,,0,,2008,3,13,11,44560,24203,0,0,,0,518,1,4,8.0,11,0.0,0,6,23600,11,10,6,0,100.0,0,0,credit_card,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9522.22,643.44,477.78,165.66,0.0
,,NJ,MORTGAGE,12036.0,Verified,74.38,134536.0,Verified,14.93,0,82.0,1976,0,31,12,53765,26641,0,0,82.0,0,0,2,4,15.0,12,0.0,0,2,15200,24,10,3,0,96.4,0,0,debt_consolidation,joint,1200,36,6.72,36.9,A,A3,Jan-2018,Current,whole,Cash,438.66,784.05,761.34,22.71,0.0
production manager,4.0,TX,MORTGAGE,49000.0,Not Verified,15.28,,,,0,,1999,4,25,17,318564,35342,0,0,,0,0,3,2,6.0,17,0.0,0,1,18300,18,13,8,1,88.0,0,0,debt_consolidation,individual,10000,36,9.44,320.05,B,B1,Feb-2018,Current,whole,Cash,9023.01,1269.71,976.99,292.72,0.0
maintenance tech,0.0,FL,RENT,35000.0,Not Verified,3.67,,,,0,32.0,2010,4,9,8,27400,2301,0,0,,0,0,0,6,4.0,8,0.0,0,2,16200,8,8,4,0,88.9,0,0,debt_consolidation,individual,2500,36,7.96,78.3,A,A5,Mar-2018,Current,whole,Cash,2376.16,155.49,123.84,31.65,0.0
cleaner,4.0,NY,OWN,50000.0,Verified,2.7,160000.0,Source Verified,8.34,0,,2013,1,3,3,7400,6174,0,0,,0,0,0,2,5.0,3,0.0,0,2,7400,3,3,2,0,100.0,0,0,credit_card,joint,32000,36,10.9,1046.13,B,B4,Mar-2018,Current,whole,Cash,30482.2,2167.03,1517.8,649.23,0.0
,,TN,RENT,20400.0,Verified,9.82,,,,0,69.0,2006,0,15,6,41800,4561,0,0,69.0,0,0,1,3,17.0,6,0.0,0,2,6500,7,5,4,0,86.7,0,0,debt_consolidation,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,fractional,Cash,9504.67,630.79,495.33,135.46,0.0
auto tech,10.0,WI,MORTGAGE,52000.0,Source Verified,15.3,,,,0,,1998,0,24,10,182460,20570,0,1,,0,0,2,6,18.0,10,0.0,0,3,13200,15,7,4,7,100.0,0,1,credit_card,individual,16000,36,10.9,523.07,B,B4,Mar-2018,Current,whole,Cash,14856.47,1549.83,1143.53,406.3,0.0
electronic engineer,8.0,NY,MORTGAGE,109000.0,Not Verified,13.82,,,,1,22.0,1982,2,28,10,207658,25038,0,0,44.0,0,0,2,1,5.0,10,0.0,0,2,27900,16,7,3,3,64.3,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,Cash,17953.16,2429.92,2046.84,383.08,0.0
interior concept designer,1.0,GA,RENT,65000.0,Source Verified,15.94,,,,0,,2011,1,20,20,79132,75734,0,0,,0,0,15,3,10.0,20,0.0,0,4,23000,5,5,5,0,100.0,0,0,credit_card,individual,10000,36,9.93,322.35,B,B2,Jan-2018,Current,fractional,Cash,8782.01,1606.23,1217.99,388.24,0.0
dock worker,10.0,PA,MORTGAGE,58000.0,Not Verified,18.48,,,,0,,2004,0,23,8,190462,30328,0,0,,0,0,2,1,14.0,8,0.0,0,3,29000,11,4,4,5,100.0,0,0,debt_consolidation,individual,15000,60,10.42,321.82,B,B3,Feb-2018,Current,whole,Cash,14223.68,1278.6,776.32,502.28,0.0
supervisor ,3.0,NJ,RENT,46800.0,Source Verified,16.62,,,,0,62.0,2000,0,24,5,49968,19694,0,0,,0,0,2,3,14.0,5,0.0,0,2,26700,20,3,2,0,95.8,0,0,house,individual,8000,36,7.34,248.27,A,A4,Mar-2018,Current,whole,Cash,7398.32,741.55,601.68,139.87,0.0
assistant registrar-graduation,10.0,SC,RENT,48000.0,Not Verified,15.38,,,,0,,1987,0,8,6,33465,24690,0,1,,0,0,1,3,23.0,6,0.0,0,1,7500,6,5,3,0,100.0,0,1,debt_consolidation,individual,8500,36,7.96,266.21,A,A5,Mar-2018,Current,fractional,DirectPay,7866.34,791.11,633.66,157.45,0.0
family skill specialist,4.0,CA,OWN,26000.0,Verified,10.85,76000.0,Verified,29.79,0,,1983,0,7,4,64964,12447,0,0,,0,0,1,1,15.0,4,0.0,0,0,48500,5,3,0,0,100.0,0,0,credit_card,joint,24000,60,9.43,503.23,B,B1,Mar-2018,Current,whole,Cash,23048.67,1497.12,951.33,545.79,0.0
managment,10.0,AK,MORTGAGE,52000.0,Verified,12.08,,,,0,43.0,2006,5,15,10,346008,21479,0,0,49.0,0,0,1,13,2.0,10,0.0,0,6,47100,10,8,6,3,93.3,0,0,credit_card,individual,13250,36,9.93,427.11,B,B2,Feb-2018,Current,whole,Cash,11964.29,1690.17,1285.71,404.46,0.0
manager,9.0,KY,MORTGAGE,70000.0,Source Verified,13.75,,,,0,,2006,2,44,12,71363,11326,0,0,,0,0,2,3,2.0,12,0.0,0,3,23900,15,10,5,3,100.0,0,0,house,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,whole,Cash,8985.52,1226.27,1014.48,211.79,0.0
branch manager ,10.0,CA,MORTGAGE,95000.0,Source Verified,18.89,,,,0,78.0,2001,9,28,11,447224,43133,0,1,,0,0,2,7,0.0,10,0.0,0,3,47900,19,8,4,3,93.8,0,1,vacation,individual,2400,36,9.92,77.36,B,B2,Mar-2018,Current,whole,Cash,2226.0,226.8,174.0,52.8,0.0
regional director,2.0,SC,MORTGAGE,85000.0,Not Verified,17.61,,,,1,16.0,2002,10,34,10,50967,20742,0,0,19.0,0,0,2,6,3.0,10,0.0,0,3,13600,20,8,6,4,76.5,0,0,credit_card,individual,5000,36,7.35,155.19,A,A4,Jan-2018,Current,whole,Cash,4497.14,618.72,502.86,115.86,0.0
educator,10.0,NM,MORTGAGE,138000.0,Not Verified,27.51,,,,1,20.0,1994,2,19,10,258453,162295,0,0,,0,0,7,2,7.0,10,0.0,0,0,0,8,3,2,0,89.5,0,0,debt_consolidation,individual,28000,36,6.71,860.86,A,A3,Mar-2018,Current,whole,Cash,25875.28,2561.7,2124.72,436.98,0.0
hub employee,10.0,CA,RENT,28000.0,Source Verified,11.36,,,,0,,2008,1,15,10,41049,28534,0,0,,0,0,2,6,7.0,10,0.0,0,3,14700,12,8,4,0,100.0,0,0,debt_consolidation,individual,7000,36,10.9,228.84,B,B4,Mar-2018,Current,fractional,Cash,6499.71,678.04,500.29,177.75,0.0
dentist ,10.0,NY,RENT,250000.0,Source Verified,5.44,,,,0,30.0,2002,3,25,12,109785,35675,0,0,,0,0,1,4,9.0,12,0.0,0,2,58500,12,9,4,0,100.0,0,0,credit_card,individual,40000,36,7.34,1241.32,A,A4,Mar-2018,Current,whole,Cash,38000.6,2466.33,1999.4,466.93,0.0
service representative,1.0,NY,RENT,40000.0,Source Verified,7.2,,,,0,,2008,2,26,9,53912,10174,0,0,,0,0,3,5,0.0,9,0.0,0,3,35200,16,5,3,0,100.0,0,0,car,individual,8000,36,6.71,245.96,A,A3,Mar-2018,Current,whole,Cash,7392.94,734.9,607.06,127.84,0.0
delivery merchandiser,10.0,SC,RENT,50000.0,Not Verified,2.42,,,,0,53.0,1985,0,12,6,6800,3234,0,0,53.0,0,0,0,4,13.0,6,0.0,0,1,2600,8,6,2,1,91.7,0,0,credit_card,individual,4000,36,9.43,128.01,B,B1,Mar-2018,Current,whole,Cash,3707.99,379.84,292.01,87.83,0.0
executive assistant,3.0,CA,RENT,109000.0,Not Verified,17.68,,,,0,41.0,2007,0,17,9,128694,23558,0,0,,0,0,2,2,23.0,9,0.0,0,1,49800,8,5,1,4,94.1,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Jan-2018,Current,whole,Cash,14358.08,6078.19,5641.92,436.27,0.0
attorney,6.0,CT,MORTGAGE,220000.0,Source Verified,18.01,,,,0,28.0,1984,3,34,17,378528,117424,0,0,41.0,0,0,5,8,1.0,17,0.0,0,1,23600,16,9,2,2,76.5,0,0,home_improvement,individual,24000,36,7.96,751.63,A,A5,Mar-2018,Current,whole,Cash,22210.89,2233.66,1789.11,444.55,0.0
dietary aide,10.0,MN,RENT,35000.0,Not Verified,25.65,,,,0,,2006,1,14,7,53561,24583,0,0,,0,0,2,1,11.0,7,0.0,0,3,11500,8,5,4,0,100.0,0,0,credit_card,individual,4000,36,7.35,124.15,A,A4,Feb-2018,Current,whole,Cash,3597.72,492.52,402.28,90.24,0.0
engineer departnent,0.0,CA,RENT,47328.0,Source Verified,10.19,,,,0,,2003,0,11,5,21200,12628,0,0,,0,0,0,4,,5,0.0,0,2,12500,8,5,3,0,100.0,0,0,other,individual,14000,60,10.9,303.7,B,B4,Mar-2018,Current,whole,Cash,13465.57,902.62,534.43,368.19,0.0
nurse practitioner ,9.0,NC,MORTGAGE,90000.0,Source Verified,24.17,,,,0,,1995,0,26,14,213900,58238,0,0,,0,0,1,3,18.0,14,0.0,0,6,89700,20,12,8,2,100.0,0,0,debt_consolidation,individual,24000,36,6.07,730.89,A,A2,Mar-2018,Current,whole,Cash,22162.27,2176.48,1837.73,338.75,0.0
fbc,1.0,NC,MORTGAGE,66000.0,Not Verified,1.45,,,,0,75.0,2002,1,13,5,108537,857,0,1,75.0,0,0,0,3,9.0,5,0.0,0,3,2800,10,4,3,2,61.5,0,1,home_improvement,individual,9600,36,9.44,307.25,B,B1,Mar-2018,Current,whole,Cash,8899.33,916.72,700.67,216.05,0.0
shipping clerk,10.0,GA,MORTGAGE,39000.0,Source Verified,9.78,,,,0,,2004,0,16,13,109693,14344,0,0,,0,0,0,4,,13,0.0,0,6,59100,14,12,6,1,100.0,0,0,credit_card,individual,9600,36,5.31,289.06,A,A1,Feb-2018,Current,whole,DirectPay,8607.11,1153.41,992.89,160.52,0.0
claims investigator,3.0,CA,RENT,76000.0,Not Verified,11.81,,,,0,78.0,1996,1,13,7,41200,19348,0,0,,0,0,1,4,6.0,7,0.0,0,4,20600,10,6,5,0,92.3,0,0,debt_consolidation,individual,3500,36,7.97,109.63,A,A5,Jan-2018,Current,whole,Cash,3062.3,546.6,437.7,108.9,0.0
executive customer service,10.0,FL,MORTGAGE,80000.0,Not Verified,14.44,,,,0,,1987,2,33,23,272788,43916,0,0,,0,1034,2,7,6.0,23,0.0,0,6,70200,18,18,9,1,100.0,0,0,debt_consolidation,individual,8000,36,5.32,240.92,A,A1,Jan-2018,Current,whole,Cash,6963.58,1198.69,1036.42,162.27,0.0
deputy sheriff,10.0,MA,MORTGAGE,140000.0,Source Verified,20.57,,,,0,,1999,0,43,19,496187,84245,0,0,,0,0,2,3,,19,0.0,0,7,47600,27,14,11,6,100.0,0,0,debt_consolidation,individual,25600,36,5.32,770.94,A,A1,Jan-2018,Current,whole,Cash,22283.49,3847.13,3316.51,530.62,0.0
sales,10.0,PA,MORTGAGE,80000.0,Not Verified,14.52,,,,0,,2006,3,18,9,248359,45562,0,0,,0,0,2,4,1.0,9,0.0,0,2,23300,9,5,2,1,100.0,0,0,other,individual,4000,36,7.35,124.15,A,A4,Jan-2018,Current,whole,Cash,3495.61,619.12,504.39,114.73,0.0
ir technologist ,10.0,VT,MORTGAGE,71000.0,Verified,18.61,,,,0,31.0,2001,1,23,13,380182,30014,0,0,,0,0,2,1,0.0,13,0.0,0,5,16900,14,10,6,2,95.7,0,0,other,individual,1000,36,9.92,32.23,B,B2,Mar-2018,Current,whole,Cash,927.51,96.14,72.49,23.65,0.0
engineer tech,6.0,MI,MORTGAGE,62000.0,Source Verified,16.82,,,,0,35.0,1994,0,21,9,241400,32794,0,0,,0,0,0,1,,9,0.0,0,4,58600,17,8,6,2,95.2,0,0,credit_card,individual,24000,60,9.43,503.23,B,B1,Feb-2018,Current,whole,Cash,23048.67,1497.12,951.33,545.79,0.0
owner/operator,10.0,AZ,MORTGAGE,156000.0,Verified,13.22,,,,0,,1984,3,28,14,795502,75510,0,0,,0,0,1,5,3.0,14,0.0,0,6,114100,16,11,10,6,100.0,0,0,credit_card,individual,40000,36,7.35,1241.5,A,A4,Feb-2018,Current,whole,Cash,35977.23,4949.67,4022.77,926.9,0.0
manager,6.0,IN,MORTGAGE,77000.0,Not Verified,7.84,,,,0,,1998,2,31,9,238075,12146,0,1,,0,0,2,3,4.0,9,0.0,0,2,14500,21,6,4,3,100.0,0,1,debt_consolidation,individual,22000,36,9.43,704.01,B,B1,Mar-2018,Current,whole,Cash,20394.07,2100.5,1605.93,494.57,0.0
sales,10.0,WA,RENT,125000.0,Not Verified,5.65,,,,0,64.0,2004,3,24,16,57344,21474,0,1,64.0,0,84,1,6,6.0,16,0.0,0,6,23600,19,15,11,1,91.3,0,1,debt_consolidation,individual,6400,36,9.44,204.84,B,B1,Feb-2018,Current,whole,Cash,5774.69,829.44,625.31,204.13,0.0
patternmaker / designer,6.0,CA,RENT,96000.0,Not Verified,10.66,,,,0,,2012,0,8,6,57200,25733,0,0,,0,0,1,1,,6,0.0,0,4,41200,6,5,5,0,100.0,0,0,credit_card,individual,20000,36,6.72,614.99,A,A3,Feb-2018,Current,whole,Cash,17971.08,2452.49,2028.92,423.57,0.0
civil engineering tech,2.0,MN,MORTGAGE,74200.0,Verified,16.19,,,,0,38.0,2004,0,24,5,286462,30887,0,0,,0,0,1,1,,5,0.0,0,1,26700,8,3,1,4,95.8,0,0,debt_consolidation,individual,38400,60,10.42,823.85,B,B3,Jan-2018,Current,whole,Cash,36412.66,3273.17,1987.34,1285.83,0.0
owner,10.0,VA,MORTGAGE,12000.0,Verified,204.13,152000.0,,27.27,0,,1992,1,19,13,406818,86236,0,0,,0,0,2,5,5.0,13,0.0,0,6,57300,14,10,9,3,100.0,0,0,debt_consolidation,joint,29000,60,7.35,579.04,A,A4,Jan-2018,Current,whole,DirectPay,26968.19,2871.52,2031.81,839.71,0.0
manager,10.0,TX,MORTGAGE,120000.0,Verified,7.81,198000.0,Verified,15.15,0,36.0,1999,0,8,4,249410,42153,0,0,39.0,0,0,1,1,15.0,4,0.0,0,0,3000,3,2,0,3,75.0,0,0,debt_consolidation,joint,25000,36,7.35,775.94,A,A4,Jan-2018,Current,whole,Cash,21847.54,3859.28,3152.46,706.82,0.0
patient care coordinator,9.0,VA,RENT,51200.0,Not Verified,9.14,,,,0,,2007,2,12,8,30630,17657,0,0,,0,0,1,4,5.0,8,0.0,0,2,2500,9,7,3,0,100.0,0,0,debt_consolidation,individual,6000,36,11.98,199.23,B,B5,Mar-2018,Current,whole,Cash,5577.82,593.7,422.18,171.52,0.0
sergeant,7.0,NY,RENT,46000.0,Not Verified,36.45,,,,0,,2010,0,15,9,91659,41002,0,0,,0,136,3,2,15.0,9,0.0,0,1,10300,8,6,2,0,100.0,0,0,debt_consolidation,individual,12000,36,7.35,372.45,A,A4,Jan-2018,Current,whole,Cash,10486.83,1857.35,1513.17,344.18,0.0
personal asst ,10.0,IL,MORTGAGE,110000.0,Not Verified,13.6,,,,0,,2003,4,35,16,204219,43001,0,0,,0,0,0,3,7.0,16,0.0,0,10,51100,25,15,15,3,97.1,0,0,credit_card,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,whole,Cash,18346.12,2122.78,1653.88,468.9,0.0
registered nurse,7.0,FL,MORTGAGE,78000.0,Source Verified,15.34,,,,0,39.0,1996,1,39,20,331619,64230,0,0,41.0,0,6156,13,1,8.0,20,0.0,0,2,3300,16,6,3,4,71.8,0,0,house,individual,10000,60,9.93,212.13,B,B2,Feb-2018,Current,whole,Cash,9476.02,843.0,523.98,319.02,0.0
