emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
manager,5.0,FL,RENT,45000.0,Not Verified,25.41,,,,0,34.0,2007,3,20,14,72097,33160,0,0,34.0,0,0,2,9,4.0,14,0.0,0,7,29500,15,12,8,0,95.0,0,0,other,individual,16000,36,16.02,562.68,C,C5,Feb-2018,Current,whole,Cash,14575.47,2236.48,1424.53,811.95,0.0
finance manager,1.0,FL,RENT,69000.0,Not Verified,27.74,,,,0,63.0,2008,5,23,16,95775,48638,0,0,,0,0,4,11,1.0,16,0.0,0,6,26500,14,12,8,0,95.7,0,0,debt_consolidation,individual,10000,36,19.42,368.69,D,D3,Feb-2018,Fully Paid,fractional,Cash,0.0,10447.7809816452,10000.0,447.78,0.0
maintenance director,8.0,AR,OWN,90000.0,Verified,39.63,180000.0,Verified,24.07,0,,2010,7,18,10,168002,136103,0,2,,0,0,3,5,2.0,10,0.0,0,2,8000,8,7,6,0,100.0,1,1,credit_card,joint,24000,36,12.61,804.16,C,C1,Mar-2018,Current,fractional,Cash,22326.66,2426.96,1673.34,753.62,0.0
,,NJ,MORTGAGE,82000.0,Verified,18.09,,,,1,5.0,1998,5,28,16,366648,38119,1,0,,0,609,2,5,2.0,16,0.0,0,1,7500,17,12,2,4,82.1,0,0,other,individual,20000,36,19.03,733.43,D,D3,Feb-2018,Current,fractional,Cash,18294.92,2912.58,1705.08,1207.5,0.0
supervisor,10.0,TX,RENT,82000.0,Source Verified,7.08,,,,0,,2010,6,16,14,32200,10401,0,0,,0,0,1,15,4.0,14,0.0,0,10,26700,15,13,11,0,100.0,0,0,credit_card,individual,30000,36,16.01,1054.86,C,C5,Mar-2018,Current,fractional,Cash,28009.85,3137.9,1990.15,1147.75,0.0
medical secretary ,6.0,NJ,MORTGAGE,45000.0,Source Verified,23.92,185000.0,Not Verified,12.38,2,19.0,1988,0,18,12,360202,82200,0,0,19.0,0,0,2,3,,12,0.0,0,4,8300,11,9,9,2,76.5,0,0,debt_consolidation,joint,8000,36,15.05,277.52,C,C4,Jan-2018,Current,fractional,Cash,7091.56,1380.91,908.44,472.47,0.0
business analyst ,3.0,NY,RENT,52500.0,Source Verified,9.73,,,,1,18.0,2007,0,8,7,79622,71415,0,0,,0,0,2,2,,7,0.0,0,3,4800,6,5,4,0,87.5,0,0,other,individual,2000,36,11.98,66.41,B,B5,Mar-2018,Current,whole,Cash,1859.35,196.57,140.65,55.92,0.0
cook,8.0,CA,RENT,25000.0,Source Verified,2.78,,,,1,16.0,1994,0,23,9,41300,2461,0,0,73.0,0,0,0,5,14.0,9,0.0,0,1,29100,17,9,2,0,91.3,0,0,vacation,individual,6500,36,9.43,208.01,B,B1,Mar-2018,Current,whole,Cash,6025.5,617.22,474.5,142.72,0.0
setup operator,6.0,SC,RENT,70000.0,Not Verified,39.07,,,,0,,2006,3,33,27,109647,75898,0,0,,0,0,4,12,0.0,27,0.0,0,11,25400,24,22,13,0,100.0,0,0,debt_consolidation,individual,8000,36,16.02,281.34,C,C5,Feb-2018,Current,fractional,Cash,7287.73,1107.56,712.27,395.29,0.0
,,AL,RENT,16000.0,Verified,25.43,,,,0,,2014,0,7,7,19345,8243,0,0,,0,92,1,3,13.0,7,0.0,0,1,2000,6,6,4,0,100.0,0,0,debt_consolidation,individual,7000,36,18.06,253.28,D,D2,Feb-2018,Current,whole,Cash,6394.79,1006.1,605.21,400.89,0.0
rapid prototyping manager,3.0,CA,RENT,205000.0,Source Verified,14.04,,,,1,21.0,2003,2,27,8,96538,65694,0,1,21.0,0,0,5,4,6.0,7,0.0,0,1,4000,11,3,2,3,84.6,0,1,debt_consolidation,individual,26000,36,10.42,844.09,B,B3,Jan-2018,Current,fractional,Cash,22854.22,4205.4,3145.78,1059.62,0.0
warehouse general,10.0,MI,MORTGAGE,45000.0,Source Verified,11.79,,,,0,,2007,1,16,6,105050,16491,0,1,,0,0,1,4,1.0,6,0.0,0,3,24900,7,4,3,1,100.0,0,1,debt_consolidation,individual,12000,60,17.47,301.28,D,D1,Mar-2018,Current,whole,Cash,11614.7,880.55,385.3,495.25,0.0
pharmacy tech ,2.0,CA,RENT,26448.0,Not Verified,30.54,,,,0,,2008,1,7,7,36280,27636,0,0,,0,0,5,2,4.0,7,0.0,0,1,8000,2,2,2,0,100.0,0,0,credit_card,individual,10000,60,10.91,216.98,B,B4,Jan-2018,Current,whole,DirectPay,9358.12,1078.84,641.88,436.96,0.0
paralegal ,10.0,GA,MORTGAGE,60000.0,Source Verified,27.84,93000.0,Not Verified,27.11,1,7.0,1978,1,22,12,239781,37064,0,0,,0,0,2,2,7.0,12,0.0,0,4,26800,12,9,9,6,95.5,0,0,debt_consolidation,joint,15000,36,9.44,480.08,B,B1,Mar-2018,Current,whole,Cash,13905.19,1432.37,1094.81,337.56,0.0
contract specialist ,10.0,MD,RENT,119568.0,Verified,22.04,,,,0,,2006,1,21,16,101559,70239,0,0,,0,0,4,7,2.0,16,0.0,0,5,9400,14,12,11,0,100.0,0,0,debt_consolidation,individual,10000,36,15.04,346.85,C,C4,Mar-2018,Current,whole,Cash,9327.09,1023.84,672.91,350.93,0.0
telecommunications tech ,5.0,FL,OWN,25000.0,Verified,31.61,,,,0,,2013,0,6,5,43376,14488,0,0,,0,0,1,3,,5,0.0,0,2,23500,5,4,2,0,100.0,0,0,debt_consolidation,individual,9000,36,10.41,292.15,B,B3,Mar-2018,Current,whole,Cash,8047.14,1166.04,952.86,213.18,0.0
ceo president,10.0,GA,MORTGAGE,196000.0,Not Verified,24.38,,,,0,,2000,4,43,12,264105,214317,0,0,,0,103,3,4,1.0,12,0.0,0,7,40000,11,8,7,3,100.0,0,0,credit_card,individual,28000,36,15.05,971.32,C,C4,Feb-2018,Current,whole,Cash,25472.33,3861.87,2527.67,1334.2,0.0
accounting assistant,5.0,FL,RENT,49000.0,Source Verified,28.8,,,,0,,1998,1,30,21,98338,90581,0,1,,0,0,16,4,7.0,21,0.0,0,4,22500,11,5,4,0,100.0,0,1,debt_consolidation,individual,20000,60,21.45,546.15,D,D5,Feb-2018,Current,whole,Cash,19224.93,2160.77,775.07,1385.7,0.0
forming operator,4.0,NY,MORTGAGE,80000.0,Verified,13.47,,,,1,15.0,2007,6,39,21,168890,40632,0,0,63.0,0,0,2,14,5.0,21,0.0,0,5,29200,25,18,8,2,94.9,0,0,debt_consolidation,individual,11000,36,11.99,365.31,B,B5,Feb-2018,Current,whole,Cash,9323.13,2087.58,1676.87,410.71,0.0
technical sales rep,1.0,FL,OWN,150000.0,Source Verified,33.23,,,,1,10.0,1969,2,35,18,566609,105380,0,0,,0,0,4,7,12.0,17,0.0,0,4,63000,15,11,8,6,97.1,0,0,credit_card,individual,16500,36,6.07,502.49,A,A2,Mar-2018,Current,fractional,DirectPay,15236.55,1501.91,1263.45,238.46,0.0
pretreatment technician,10.0,WA,RENT,80000.0,Source Verified,23.73,,,,0,63.0,1996,6,28,10,96240,83701,0,1,63.0,0,194,4,12,4.0,10,0.0,0,2,3600,17,6,5,2,95.8,0,1,debt_consolidation,individual,15000,60,19.42,392.59,D,D3,Feb-2018,Current,whole,Cash,14385.93,1537.99,614.07,923.92,0.0
manager - projects,10.0,NJ,RENT,105000.0,Verified,14.37,,,,0,,2005,1,33,12,134300,83037,0,0,,0,0,1,6,3.0,12,0.0,0,6,100600,19,11,7,0,100.0,0,0,major_purchase,individual,35000,60,21.85,963.68,D,D5,Mar-2018,Current,whole,Cash,34002.9,2848.55,997.1,1851.45,0.0
lieutenant,10.0,MA,MORTGAGE,96000.0,Verified,18.66,,,,1,18.0,2002,2,18,14,427091,39536,0,0,27.0,0,0,4,8,3.0,14,0.0,0,5,29800,10,9,8,2,84.6,0,0,debt_consolidation,individual,19000,60,18.06,483.1,D,D2,Jan-2018,Current,whole,Cash,17984.13,2487.84,1015.87,1471.97,0.0
consulting database specialist,10.0,OH,RENT,65000.0,Not Verified,26.88,,,,2,4.0,1997,3,33,17,95285,37650,0,0,,0,0,2,6,6.0,17,0.0,0,5,39400,21,15,6,0,93.9,0,0,debt_consolidation,individual,14000,36,11.98,464.87,B,B5,Mar-2018,Current,whole,Cash,12908.48,1481.36,1091.52,389.84,0.0
shade assembler,5.0,IN,MORTGAGE,45000.0,Verified,42.64,90000.0,Verified,27.2,0,,1985,3,26,12,243108,47123,0,0,,0,0,3,5,5.0,12,0.0,0,2,13900,14,8,5,1,100.0,0,0,debt_consolidation,joint,24000,60,9.93,509.11,B,B2,Jan-2018,Current,whole,Cash,22421.54,2624.99,1578.46,1046.53,0.0
carpenter,10.0,NY,RENT,56000.0,Not Verified,32.32,,,,0,,2009,5,37,11,80123,50384,0,0,,0,0,5,9,0.0,10,0.0,0,2,1900,17,6,3,0,100.0,0,0,debt_consolidation,individual,2500,36,19.42,92.18,D,D3,Mar-2018,Current,whole,Cash,2342.31,277.72,157.69,120.03,0.0
counselor,2.0,MN,MORTGAGE,58500.0,Verified,18.17,,,,0,29.0,2008,2,45,10,239313,163262,0,0,,0,0,5,1,7.0,10,0.0,0,4,9500,4,4,4,1,97.8,0,0,other,individual,25000,60,18.45,640.98,D,D2,Mar-2018,Current,whole,Cash,24218.29,1871.69,781.71,1089.98,0.0
,,PA,RENT,9600.0,Source Verified,20.73,,,,0,27.0,2007,0,11,5,2900,1220,0,0,27.0,0,0,0,3,20.0,5,0.0,0,4,1900,11,5,4,0,80.0,0,0,debt_consolidation,individual,5000,36,17.47,179.44,D,D1,Mar-2018,Current,fractional,Cash,4675.37,517.22,324.63,192.59,0.0
,,NJ,MORTGAGE,12036.0,Verified,74.38,134536.0,Verified,14.93,0,82.0,1976,0,31,12,53765,26641,0,0,82.0,0,0,2,4,15.0,12,0.0,0,2,15200,24,10,3,0,96.4,0,0,debt_consolidation,joint,1200,36,6.72,36.9,A,A3,Jan-2018,Current,whole,Cash,438.66,784.05,761.34,22.71,0.0
pmo manager,10.0,CA,MORTGAGE,98000.0,Not Verified,16.07,,,,1,4.0,1997,3,26,13,300427,43011,0,0,,0,0,5,4,0.0,13,0.0,0,3,19500,10,7,4,3,88.5,0,0,debt_consolidation,individual,28000,60,21.85,770.95,D,D5,Feb-2018,Current,whole,Cash,26926.65,2845.88,1073.35,1772.53,0.0
,,CO,MORTGAGE,65318.52,Not Verified,22.18,,,,0,,2011,1,8,7,376960,61520,0,0,,0,0,2,4,10.0,7,0.0,0,3,8700,4,4,4,2,100.0,0,0,home_improvement,individual,25000,60,15.04,595.28,C,C4,Mar-2018,Current,whole,Cash,24143.51,1744.06,856.49,887.57,0.0
electronic engineer,8.0,NY,MORTGAGE,109000.0,Not Verified,13.82,,,,1,22.0,1982,2,28,10,207658,25038,0,0,44.0,0,0,2,1,5.0,10,0.0,0,2,27900,16,7,3,3,64.3,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,Cash,17953.16,2429.92,2046.84,383.08,0.0
assistant,10.0,MD,MORTGAGE,84000.0,Source Verified,22.6,,,,2,4.0,2002,1,22,13,300443,40043,0,0,54.0,0,0,4,8,10.0,13,0.0,0,4,7900,11,8,6,2,81.8,0,0,debt_consolidation,individual,11100,60,30.17,360.29,F,F3,Jan-2018,Current,whole,Cash,10672.97,1792.15,427.03,1365.12,0.0
lead driver,10.0,GA,RENT,85000.0,Verified,21.22,,,,0,,2005,3,19,7,66747,58091,0,0,74.0,0,0,2,3,0.0,7,,0,4,11300,6,5,4,1,95.0,0,0,debt_consolidation,individual,24000,60,19.42,628.14,D,D3,Feb-2018,Late (31-120 days),whole,Cash,23760.26,602.25,239.74,362.51,0.0
,,CA,MORTGAGE,40000.0,Verified,7.2,,,,0,52.0,1998,0,12,5,337841,6345,0,0,,0,0,1,1,,5,0.0,0,2,7200,9,3,3,2,83.3,0,0,debt_consolidation,individual,15000,60,17.47,376.59,D,D1,Mar-2018,Current,whole,Cash,14518.41,1115.21,481.59,633.62,0.0
head of shopper engagement,3.0,IL,MORTGAGE,245000.0,Verified,36.25,,,,0,,2001,1,26,12,673970,253507,0,1,,0,0,6,3,3.0,12,0.0,0,2,58000,6,2,2,3,100.0,1,0,debt_consolidation,individual,12475,60,21.85,343.49,D,D5,Mar-2018,Current,whole,Cash,12120.3,1015.33,354.7,660.63,0.0
shipping & receiving,2.0,OH,RENT,45000.0,Not Verified,27.28,,,,0,,1994,0,14,11,43629,26502,0,1,,0,0,2,2,19.0,11,0.0,0,7,14500,12,9,7,0,100.0,0,1,credit_card,individual,11500,60,21.85,316.64,D,D5,Mar-2018,Current,whole,Cash,11172.37,935.96,327.63,608.33,0.0
rn,0.0,CO,RENT,24000.0,Verified,1.25,,,,0,,2004,1,22,16,56150,62410,0,1,,0,8508,15,3,6.0,16,0.0,0,1,800,4,1,1,0,100.0,0,1,other,individual,1000,36,22.91,38.67,E,E1,Jan-2018,Current,fractional,Cash,407.83,659.08,592.17,66.91,0.0
director of operations,3.0,GA,RENT,100000.0,Source Verified,8.59,,,,0,,2012,0,8,8,30633,26536,0,0,,0,0,0,1,,8,0.0,0,6,28800,7,7,6,0,100.0,0,0,credit_card,individual,18000,36,19.42,663.64,D,D3,Mar-2018,Current,whole,Cash,16864.81,1952.08,1135.19,816.89,0.0
rural carrier,10.0,MS,MORTGAGE,78000.0,Not Verified,19.97,,,,2,10.0,1996,0,18,13,198876,42810,0,0,43.0,0,0,1,2,19.0,13,0.0,0,9,33700,14,11,9,3,72.2,0,0,debt_consolidation,individual,21700,60,14.07,505.71,C,C3,Mar-2018,Current,whole,Cash,21194.5,994.46,505.5,488.96,0.0
office administrator,10.0,MI,RENT,65000.0,Verified,37.06,,,,0,,1990,1,29,14,314622,67203,0,0,,0,0,3,2,8.0,14,0.0,0,5,66000,15,10,9,2,100.0,0,0,debt_consolidation,individual,36525,36,10.42,1185.78,B,B3,Jan-2018,Current,whole,DirectPay,32105.81,5907.76,4419.19,1488.57,0.0
regional director,2.0,SC,MORTGAGE,85000.0,Not Verified,17.61,,,,1,16.0,2002,10,34,10,50967,20742,0,0,19.0,0,0,2,6,3.0,10,0.0,0,3,13600,20,8,6,4,76.5,0,0,credit_card,individual,5000,36,7.35,155.19,A,A4,Jan-2018,Current,whole,Cash,4497.14,618.72,502.86,115.86,0.0
educator,10.0,NM,MORTGAGE,138000.0,Not Verified,27.51,,,,1,20.0,1994,2,19,10,258453,162295,0,0,,0,0,7,2,7.0,10,0.0,0,0,0,8,3,2,0,89.5,0,0,debt_consolidation,individual,28000,36,6.71,860.86,A,A3,Mar-2018,Current,whole,Cash,25875.28,2561.7,2124.72,436.98,0.0
manager,10.0,DE,MORTGAGE,100000.0,Not Verified,38.45,137000.0,Not Verified,28.11,0,,2007,5,63,38,633688,238418,0,0,,0,0,5,21,2.0,38,0.0,0,10,171200,37,32,11,2,100.0,0,0,credit_card,joint,40000,60,21.45,1092.29,D,D5,Feb-2018,Current,whole,Cash,38847.77,3467.54,1152.23,2315.31,0.0
,,PA,MORTGAGE,31000.0,Not Verified,17.96,,,,0,75.0,1996,0,24,9,53200,14413,1,0,,0,441,0,1,22.0,9,0.0,0,5,15700,14,7,7,6,91.7,0,0,credit_card,individual,14000,60,16.01,340.53,C,C5,Feb-2018,Current,whole,Cash,13532.58,1009.14,467.42,541.72,0.0
rn,10.0,NJ,MORTGAGE,95000.0,Not Verified,6.27,,,,0,,2013,1,6,6,37828,12238,0,1,,0,0,1,3,12.0,6,0.0,0,2,12500,5,5,3,0,100.0,0,1,home_improvement,individual,20000,60,16.02,486.58,C,C5,Jan-2018,Current,whole,Cash,18873.31,2415.1,1126.69,1288.41,0.0
technical solutions architecture manager,6.0,NC,MORTGAGE,115000.0,Source Verified,9.11,,,,1,3.0,2005,3,18,13,360366,21835,0,0,24.0,0,0,0,3,0.0,13,0.0,0,4,31200,14,11,5,2,77.8,0,0,debt_consolidation,individual,20000,36,11.99,664.2,B,B5,Jan-2018,Current,whole,Cash,17631.3,3307.68,2368.7,938.98,0.0
physician ,0.0,MA,RENT,70000.0,Not Verified,34.13,,,,0,,2007,1,14,11,178693,144836,0,0,,0,0,7,3,9.0,11,,0,4,50600,6,4,4,0,100.0,0,0,credit_card,individual,30000,36,13.59,1019.37,C,C2,Jan-2018,Current,whole,Cash,26524.06,5074.2,3475.94,1598.26,0.0
cashier ,0.0,UT,RENT,17000.0,Source Verified,5.44,,,,0,63.0,2012,2,5,4,7000,841,0,0,63.0,0,0,0,4,3.0,4,0.0,0,2,6000,4,4,3,0,80.0,0,0,other,individual,2800,36,19.03,102.68,D,D3,Jan-2018,Current,whole,Cash,2499.22,508.97,300.78,208.19,0.0
engineering supervisor,10.0,IL,MORTGAGE,110000.0,Verified,31.18,,,,0,25.0,1989,1,21,9,276606,112029,0,0,,0,0,3,2,10.0,9,,0,2,31950,7,4,4,6,95.0,0,0,debt_consolidation,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,fractional,Cash,10557.7,1987.26,1442.3,544.96,0.0
administrator,10.0,TX,MORTGAGE,89000.0,Source Verified,38.98,,,,0,,1999,0,46,28,202173,135598,0,0,,0,0,14,5,,28,0.0,0,9,83700,16,14,12,0,100.0,0,0,debt_consolidation,individual,32400,36,10.91,1059.36,B,B4,Jan-2018,Current,whole,DirectPay,28505.88,5277.16,3894.12,1383.04,0.0
,,FL,MORTGAGE,13800.0,Verified,128.61,52800.0,Verified,34.23,0,,1996,0,13,10,217328,60586,0,0,,0,0,2,3,14.0,10,0.0,0,2,48200,8,7,3,1,100.0,0,0,home_improvement,joint,3600,36,19.03,132.02,D,D3,Jan-2018,Current,fractional,Cash,3213.28,652.49,386.72,265.77,0.0
lead software architect,2.0,NH,MORTGAGE,180000.0,Not Verified,9.92,,,,0,30.0,2001,2,26,15,213115,39894,0,0,30.0,0,517,4,3,5.0,15,0.0,0,5,13600,14,10,8,2,72.0,0,0,debt_consolidation,individual,27900,60,16.01,678.63,C,C5,Feb-2018,Current,whole,Cash,26649.66,2689.7,1250.34,1439.36,0.0
carpenter,10.0,MA,RENT,100000.0,Source Verified,24.8,,,,0,,1998,1,27,9,84494,71412,0,0,,0,0,4,3,12.0,9,0.0,0,4,21600,13,5,4,0,100.0,0,0,debt_consolidation,individual,12000,36,17.09,428.38,D,D1,Jan-2018,Current,whole,Cash,10675.4,2215.96,1324.6,891.36,0.0
sales manger,1.0,CA,MORTGAGE,85000.0,Verified,24.42,,,,0,,1995,9,48,20,96247,67146,0,0,,0,0,2,9,0.0,20,0.0,0,6,33000,35,17,12,3,100.0,0,0,debt_consolidation,individual,30000,36,18.06,1085.48,D,D2,Jan-2018,Current,whole,Cash,26733.24,5397.3,3266.76,2130.54,0.0
claims examiner ii,1.0,CA,OWN,76000.0,Source Verified,18.08,,,,2,11.0,1991,4,12,5,43606,30867,0,0,,0,0,3,1,12.0,4,0.0,0,1,1500,6,2,2,0,83.3,0,0,debt_consolidation,individual,12000,60,21.85,330.41,D,D5,Mar-2018,Current,whole,Cash,11774.14,732.71,225.86,506.85,0.0
operations manager,9.0,GA,MORTGAGE,75000.0,Not Verified,10.15,,,,1,14.0,2004,2,18,9,27522,17401,0,0,59.0,0,200,1,1,3.0,9,0.0,0,4,18300,13,8,6,2,93.3,0,0,debt_consolidation,individual,10000,60,15.04,238.11,C,C4,Mar-2018,Current,whole,Cash,9657.41,697.62,342.59,355.03,0.0
owner operator,4.0,CA,RENT,70000.0,Source Verified,2.59,,,,1,16.0,2004,1,27,7,15600,768,0,0,16.0,0,0,0,3,5.0,7,0.0,0,1,13400,22,7,1,0,92.3,0,0,debt_consolidation,individual,30000,36,18.06,1085.48,D,D2,Feb-2018,Current,whole,Cash,28069.29,3376.84,1930.71,1446.13,0.0
district technology support analyst,10.0,CA,RENT,113000.0,Source Verified,12.86,,,,0,31.0,2003,4,23,13,69796,50305,0,0,60.0,0,0,2,8,5.0,13,0.0,0,5,17700,17,11,6,2,87.0,0,0,debt_consolidation,individual,9000,36,15.04,312.17,C,C4,Mar-2018,Current,fractional,Cash,8394.36,876.35,605.64,270.71,0.0
sr rest engineer ,3.0,UT,RENT,104000.0,Verified,33.84,,,,0,,2014,3,20,19,154069,92720,0,0,,0,0,4,12,3.0,19,,0,12,63600,15,15,7,0,100.0,0,0,debt_consolidation,individual,28000,36,13.59,951.41,C,C2,Feb-2018,Current,whole,Cash,26075.44,2833.09,1924.56,908.53,0.0
owner,10.0,VA,MORTGAGE,12000.0,Verified,204.13,152000.0,,27.27,0,,1992,1,19,13,406818,86236,0,0,,0,0,2,5,5.0,13,0.0,0,6,57300,14,10,9,3,100.0,0,0,debt_consolidation,joint,29000,60,7.35,579.04,A,A4,Jan-2018,Current,whole,DirectPay,26968.19,2871.52,2031.81,839.71,0.0
chef,0.0,TX,RENT,14400.0,Verified,3.83,,,,0,,2012,1,2,2,6300,2300,0,0,,0,0,0,1,0.0,2,0.0,0,1,6300,2,2,1,0,100.0,0,0,major_purchase,individual,5000,36,15.05,173.45,C,C4,Feb-2018,Late (31-120 days),whole,Cash,4889.26,169.27,110.74,58.53,0.0
receptionist,1.0,WA,RENT,30163.0,Verified,27.7,,,,0,,2015,0,9,7,44062,31396,0,0,,0,0,2,7,16.0,7,0.0,0,4,12300,5,5,5,0,100.0,0,0,debt_consolidation,individual,26000,60,26.77,790.35,E,E5,Mar-2018,Current,whole,Cash,25574.64,1542.03,425.36,1116.67,0.0
manager,10.0,NJ,OWN,79500.0,Source Verified,17.98,,,,1,14.0,1997,2,26,16,265711,53623,0,0,,0,0,4,9,9.0,16,0.0,0,4,33700,15,11,7,2,96.2,0,0,debt_consolidation,individual,25000,36,11.98,830.12,B,B5,Feb-2018,Current,whole,Cash,22642.85,3287.2,2357.15,930.05,0.0
sergeant,7.0,NY,RENT,46000.0,Not Verified,36.45,,,,0,,2010,0,15,9,91659,41002,0,0,,0,136,3,2,15.0,9,0.0,0,1,10300,8,6,2,0,100.0,0,0,debt_consolidation,individual,12000,36,7.35,372.45,A,A4,Jan-2018,Current,whole,Cash,10486.83,1857.35,1513.17,344.18,0.0
stylist/owner,8.0,NY,RENT,62000.0,Not Verified,30.38,,,,0,26.0,2004,1,20,13,82932,55495,0,0,,0,405,5,4,2.0,13,0.0,0,4,11700,9,7,6,0,90.0,0,0,credit_card,individual,10000,36,14.08,342.17,C,C3,Jan-2018,Current,whole,Cash,8849.12,1703.03,1150.88,552.15,0.0
executive assistant,1.0,CA,RENT,33800.0,Source Verified,16.66,,,,0,,2014,0,11,8,26369,12811,0,0,,0,0,1,7,15.0,8,0.0,0,3,7500,10,7,4,0,100.0,0,0,credit_card,individual,5000,36,17.47,179.44,D,D1,Mar-2018,Current,whole,Cash,1332.5,3828.61,3667.5,161.11,0.0
editor,10.0,OH,MORTGAGE,50000.0,Source Verified,80.75,175000.0,Source Verified,30.74,0,,1995,4,28,15,333189,122964,0,0,,0,0,4,5,1.0,15,0.0,0,5,25300,16,10,8,3,100.0,0,0,home_improvement,joint,8000,36,9.93,257.88,B,B2,Jan-2018,Current,fractional,Cash,7223.71,1027.11,776.29,250.82,0.0
loan analyst,3.0,MI,RENT,60000.0,Verified,20.16,,,,0,49.0,2009,7,19,12,44529,38961,0,0,66.0,0,0,7,2,1.0,12,0.0,0,4,17000,6,5,4,0,73.7,0,0,credit_card,individual,16000,60,25.82,477.35,E,E4,Feb-2018,Current,whole,Cash,15450.24,1886.45,549.76,1336.69,0.0
senior research project manager,10.0,MA,MORTGAGE,78900.0,Source Verified,34.02,,,,2,4.0,2005,0,16,12,82341,56537,0,0,46.0,0,0,4,5,14.0,12,0.0,0,3,9800,9,7,3,1,92.3,0,0,debt_consolidation,individual,14000,60,25.82,417.68,E,E4,Feb-2018,Current,whole,Cash,13518.96,1659.92,481.04,1178.88,0.0
senior dba,3.0,IL,MORTGAGE,118000.0,Not Verified,19.71,,,,1,14.0,2003,2,49,25,322264,138654,0,0,,0,0,7,7,5.0,25,0.0,0,10,48900,22,17,15,1,97.9,0,0,debt_consolidation,individual,11300,36,7.35,350.73,A,A4,Feb-2018,Current,fractional,Cash,10163.54,1398.31,1136.46,261.85,0.0
paralegal,10.0,TN,MORTGAGE,85000.0,Source Verified,19.95,,,,0,,2003,3,23,15,107363,56328,0,1,,0,644,2,4,4.0,15,0.0,0,3,36900,14,13,6,3,100.0,0,1,debt_consolidation,individual,15000,60,15.05,357.25,C,C4,Jan-2018,Current,whole,Cash,14132.9,1773.71,867.1,906.61,0.0
teacher,10.0,AL,OWN,65000.0,Verified,38.29,,,,0,,2002,2,46,18,197348,93177,0,0,,0,0,2,6,9.0,18,0.0,0,8,63100,33,15,12,2,100.0,0,0,credit_card,individual,25000,36,13.58,849.35,C,C2,Mar-2018,Current,fractional,DirectPay,23281.4,2529.19,1718.6,810.59,0.0
,,OH,MORTGAGE,24000.0,Verified,35.5,,,,0,,2009,0,11,11,35721,4498,0,1,,0,10878,2,0,23.0,11,0.0,0,6,14200,9,9,6,0,100.0,0,1,debt_consolidation,individual,15000,60,16.01,364.86,C,C5,Feb-2018,Current,whole,Cash,14327.76,1432.76,672.24,760.52,0.0
truck driver,9.0,IN,MORTGAGE,75999.0,Not Verified,34.38,,,,0,,2001,3,36,16,427674,61999,0,0,,0,0,3,2,4.0,16,0.0,0,5,72500,23,12,6,4,100.0,0,0,credit_card,individual,19200,36,7.34,595.83,A,A4,Mar-2018,Current,whole,Cash,17756.03,1771.83,1443.97,327.86,0.0
department mananger,10.0,AL,MORTGAGE,45000.0,Source Verified,25.31,,,,0,36.0,2003,0,23,12,120239,18703,0,1,,0,0,2,2,14.0,12,0.0,0,2,16300,14,9,4,3,95.5,0,1,debt_consolidation,individual,28000,60,16.02,681.21,C,C5,Feb-2018,Current,whole,Cash,26745.52,2662.54,1254.48,1408.06,0.0
firefighter,1.0,CT,RENT,50000.0,Source Verified,23.97,,,,0,,2006,0,23,11,40505,32000,0,0,,0,0,2,2,13.0,11,0.0,0,6,26900,14,8,7,0,100.0,0,0,debt_consolidation,individual,25000,60,30.79,821.01,G,G1,Feb-2018,Current,whole,Cash,24253.68,3198.51,746.32,2452.19,0.0
book keeper,10.0,WA,OWN,37000.0,Verified,30.51,,,,0,,2001,0,12,5,22100,20882,0,0,,0,0,0,0,,5,0.0,0,4,22100,11,5,4,0,100.0,0,0,debt_consolidation,individual,20000,36,16.02,703.34,C,C5,Jan-2018,Current,fractional,Cash,17759.27,3498.9,2240.73,1258.17,0.0
direct support,2.0,NY,RENT,65000.0,Source Verified,21.92,,,,1,1.0,1993,4,33,12,75090,62056,0,0,30.0,0,0,3,4,3.0,10,,0,8,14400,23,7,6,3,91.0,0,0,debt_consolidation,individual,20000,60,12.61,451.08,C,C1,Mar-2018,Current,whole,Cash,19269.63,1290.2,730.37,559.83,0.0
