earliest_credit_line,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,months_since_last_credit_inquiry
2005,16,10,195567,27721,4.0
2000,11,6,295297,28707,3.0
1988,32,12,78864,57171,15.0
2002,28,17,228799,14981,0.0
2005,19,10,43400,24867,2.0
2007,20,13,41330,37214,
2011,9,7,78323,64464,9.0
2008,11,6,261023,22172,15.0
2011,14,12,61446,36391,
1985,22,10,52852,31151,7.0
2013,9,8,62261,34858,13.0
1995,17,8,284200,17763,22.0
2009,16,10,39659,35170,11.0
2004,16,9,71881,56096,23.0
2007,6,4,6300,2029,18.0
2014,7,5,6500,4578,7.0
2006,29,11,45015,14358,9.0
2003,51,18,492045,185620,9.0
2005,15,8,33745,8647,4.0
2009,29,10,313008,3412,16.0
1991,31,17,124591,32219,9.0
2012,5,5,258480,69078,
1996,24,17,236382,112441,0.0
2006,12,6,20900,20431,
2001,16,11,57700,10268,22.0
2003,30,16,262960,38806,9.0
2004,9,4,44400,24752,
2000,35,22,171740,13878,4.0
2008,27,9,186700,18952,3.0
1993,34,11,69428,59824,0.0
2005,31,13,356329,110838,10.0
2003,27,18,246509,46868,19.0
2007,9,5,53069,38276,
2005,34,11,135124,107852,3.0
2006,17,12,153440,52353,8.0
2007,10,5,51179,25968,14.0
2005,20,7,397221,32720,1.0
2008,6,5,35426,26140,21.0
1994,23,10,335214,88847,11.0
1993,11,8,11200,2556,2.0
2003,25,5,99557,25512,6.0
2006,12,5,19400,0,17.0
2013,7,5,24110,17570,
1994,25,13,174533,74066,12.0
1999,13,10,294173,47710,22.0
2007,17,7,166200,14020,3.0
2006,14,9,52648,41731,0.0
1992,14,9,228305,34744,
1987,27,10,835975,96806,5.0
2014,4,3,7300,4809,5.0
2007,20,8,132168,29729,10.0
2013,14,9,39289,22712,7.0
2006,21,13,147157,20931,0.0
1998,29,18,328627,115167,2.0
1990,16,5,64000,5939,
2000,12,4,20500,12101,
1992,47,25,596115,122490,13.0
2012,9,6,23700,8511,8.0
2009,28,19,246481,61861,7.0
2011,13,4,35300,5163,
1999,37,17,202591,81781,0.0
2004,19,16,31000,4606,4.0
1999,17,10,101084,29416,4.0
2001,12,8,53150,26013,
1995,22,15,398173,52030,11.0
2001,37,14,311437,54288,7.0
2011,9,3,15000,13186,6.0
2003,13,7,185847,48874,8.0
2002,32,11,344508,127479,
2010,25,18,287035,67857,6.0
2013,5,4,15489,6960,12.0
2001,51,29,423055,212517,11.0
2003,23,6,454600,0,13.0
2007,12,8,76500,5783,0.0
2003,14,10,239814,23243,18.0
2007,12,7,40843,31908,9.0
2012,9,6,38958,22488,
2010,13,8,38667,21543,
2000,23,9,418306,97701,8.0
2012,7,4,25687,10351,1.0
2004,13,8,88949,85622,
2001,14,6,95032,40414,10.0
2005,17,10,237699,20149,18.0
1998,52,23,344324,109982,3.0
1985,25,17,515103,105867,3.0
2005,19,15,45669,16075,0.0
2003,12,8,100370,8187,18.0
2008,14,12,74670,67420,6.0
2003,30,10,560929,34417,7.0
2009,12,7,27224,16500,3.0
2005,12,7,57500,32380,
1999,25,16,29800,7861,7.0
2002,22,10,461134,55904,4.0
2007,14,9,8900,3410,0.0
2001,6,5,10100,4225,3.0
2003,18,10,47642,21256,22.0
2001,20,5,188550,3751,21.0
1983,11,9,452877,41355,19.0
2005,13,9,344696,33162,3.0
2011,24,15,148275,155346,9.0
2006,13,5,23393,20619,4.0
2000,14,2,5000,3415,1.0
1987,15,8,251010,26178,8.0
1996,37,21,109004,48431,1.0
1995,20,5,154033,146044,21.0
2005,16,10,58069,15746,10.0
1996,19,12,51961,30281,7.0
2001,25,12,89755,39279,2.0
2001,18,15,127098,39781,7.0
2013,13,8,153531,42055,10.0
1999,28,23,93851,56644,3.0
2006,17,4,60739,70911,16.0
2002,18,11,81748,27882,14.0
2004,33,12,126596,36637,18.0
2007,28,9,144750,109809,11.0
2007,16,10,30300,14990,4.0
1991,37,18,269535,77072,10.0
1996,25,8,70121,33586,
2005,36,22,272878,373361,17.0
2003,28,20,76354,24969,4.0
2001,24,10,69120,44476,
1992,67,27,976357,402798,17.0
2008,13,9,113789,77261,13.0
2006,23,7,282033,106680,3.0
2006,17,9,88252,37299,8.0
1996,19,13,337041,38289,4.0
2003,18,7,159510,31367,
2011,9,7,328319,31973,1.0
2003,26,8,56410,45378,8.0
2007,30,12,186100,41440,13.0
2014,11,9,17600,10400,16.0
2007,24,9,23770,10917,9.0
2006,19,12,261386,20374,12.0
2003,5,4,16600,8213,
2007,11,6,46300,23741,11.0
2012,17,12,130575,41215,4.0
1996,41,14,164664,54820,6.0
2005,17,11,44600,3096,1.0
2014,8,7,35854,10630,2.0
1987,45,17,1016281,51220,10.0
2000,25,14,197745,14530,
1999,26,8,586203,17050,5.0
1987,13,5,57420,48167,
2000,22,9,164382,138544,6.0
1990,16,9,80200,25908,7.0
2002,13,8,389982,43340,7.0
2004,10,7,52040,32376,5.0
1997,24,12,22650,7144,1.0
2006,30,18,113072,57640,1.0
1994,29,10,536912,66643,1.0
2006,16,5,122690,68873,16.0
2007,14,7,142947,7100,0.0
2001,7,5,31300,17408,
2002,20,15,236293,50928,2.0
2006,9,6,228282,13082,8.0
2002,56,27,252703,206117,4.0
2007,62,35,149477,115598,0.0
2000,35,13,311303,66893,8.0
2010,19,10,83086,68717,8.0
2002,39,12,416708,80187,
1995,19,12,223800,63075,13.0
2002,21,10,51600,17498,
2006,23,6,38365,23410,17.0
2005,28,11,94696,57182,20.0
1997,21,8,194300,15487,18.0
1999,38,17,778755,127955,7.0
2006,10,8,31242,21805,10.0
1998,29,20,474829,38032,6.0
1997,15,8,43150,23112,3.0
2005,16,11,223276,30839,19.0
2002,23,15,534435,26373,1.0
1981,39,16,338448,83658,9.0
2005,17,11,240910,48400,3.0
1995,29,17,373689,280414,0.0
2001,21,17,78177,19619,19.0
1998,18,12,202120,44082,12.0
2005,34,14,278019,79755,12.0
2004,19,9,606000,17119,2.0
2005,37,10,298040,80655,3.0
1979,30,14,350016,36926,8.0
1992,22,15,343590,41527,6.0
2006,16,5,30800,146,3.0
2013,11,10,61666,25974,1.0
2005,8,5,41586,27005,1.0
2000,19,10,60829,27835,15.0
2008,21,16,119917,24143,
2007,17,7,220707,10932,2.0
1994,22,15,285905,38852,0.0
2001,17,4,198113,24497,
1993,37,21,376381,76573,0.0
1998,22,16,149620,31679,5.0
1998,25,16,307750,80109,4.0
2000,17,11,171975,46296,7.0
1986,47,13,307050,48873,17.0
2007,27,8,81019,86633,1.0
2004,34,22,42408,24602,2.0
1996,38,16,397102,41066,20.0
2008,15,9,321788,39258,23.0
2007,35,17,189708,175696,16.0
1990,21,11,43100,18572,
2008,13,8,29300,18416,5.0
2006,21,9,64556,36161,1.0
2002,20,10,166179,24888,7.0
1988,36,19,314600,90971,12.0
1990,25,21,87905,16483,20.0
2002,27,8,236822,34654,1.0
2005,29,15,46856,22970,4.0
1998,33,14,151120,87162,3.0
1998,22,15,68165,41845,16.0
1972,35,15,69758,42779,2.0
1997,19,7,217306,50108,4.0
2009,19,6,53805,48497,2.0
2004,37,18,143842,100383,0.0
2014,7,5,8100,3223,9.0
2009,9,7,88885,66166,1.0
1990,28,17,159515,26967,19.0
2003,15,8,766062,171594,19.0
2001,26,8,173234,48903,7.0
2004,17,11,52907,26868,6.0
2000,22,9,163910,19635,
2003,34,8,91396,86964,6.0
2007,15,6,66306,34417,
2007,19,6,140873,26370,
2004,51,8,131116,128681,3.0
2009,21,11,231700,70345,
1996,24,10,144506,89186,1.0
2008,21,3,97530,88235,
2005,16,13,75352,40273,8.0
2000,6,5,17600,157,10.0
1991,31,16,70301,27131,10.0
1999,11,6,326039,62977,
1995,13,9,22100,17171,16.0
1998,18,8,318707,11960,
2008,12,6,8540,4483,1.0
2007,17,7,88918,69325,
2012,11,6,61791,45502,9.0
2005,22,8,198836,35066,7.0
2002,19,10,499711,89584,12.0
2005,16,8,213722,40594,16.0
1998,24,10,15800,6073,
2004,30,15,41242,14817,16.0
1995,26,15,142400,21080,16.0
1990,22,8,127100,44816,7.0
2005,21,11,9000,4370,4.0
2013,24,17,362797,67976,2.0
2006,34,14,92847,48378,0.0
1983,19,15,675054,70830,0.0
1996,19,9,202502,37835,4.0
1997,27,16,471437,81141,8.0
2012,15,8,82600,29984,12.0
2008,10,4,49562,32771,0.0
2008,20,9,77555,46714,0.0
2002,56,22,355726,129542,2.0
1999,8,4,28395,20919,0.0
1991,4,3,10400,3328,0.0
1999,31,10,891849,78106,3.0
1996,57,20,550971,98456,10.0
2002,16,8,25001,21837,3.0
2002,16,10,579000,31013,7.0
1996,35,14,166535,80661,
2000,24,7,508165,26600,4.0
2006,33,12,79900,36991,13.0
2001,26,12,83886,62749,16.0
1995,20,7,101680,84155,10.0
2004,11,6,21221,3103,
1998,28,5,41896,20133,3.0
2014,8,5,22700,5229,16.0
2001,8,6,40676,25609,16.0
1985,22,17,64750,34139,20.0
1997,25,13,37900,18726,12.0
2008,25,13,92600,41045,12.0
1996,15,7,66400,22984,
2002,23,12,61741,26355,7.0
1998,27,15,756509,160421,2.0
2007,15,9,58463,23720,1.0
2008,7,6,70407,22803,
1987,13,9,379606,65055,10.0
2006,22,7,282942,43061,1.0
1995,25,13,63207,42958,1.0
2006,36,14,349934,73036,0.0
1999,28,10,100457,93333,14.0
2004,4,2,3100,10,
2004,32,25,109453,83572,4.0
2007,17,13,34719,22229,3.0
1999,10,3,156490,3908,0.0
2009,12,5,88500,0,16.0
1988,34,17,240724,40285,18.0
2005,25,10,390853,116281,20.0
2009,23,13,210524,55833,2.0
2010,9,5,32350,15627,1.0
2001,20,5,38668,17781,7.0
2002,12,8,36466,26161,10.0
1987,16,9,478064,87422,19.0
1993,23,11,680784,162278,10.0
2009,8,3,35467,20283,8.0
2002,29,19,59063,24764,1.0
2000,23,21,104401,109072,3.0
1987,21,18,405432,107379,12.0
2005,37,27,325960,98928,9.0
1988,21,10,39100,52703,7.0
1977,33,18,241477,50209,11.0
1996,27,12,628042,109518,17.0
2006,8,5,159300,4796,8.0
2015,9,6,252254,25166,1.0
2004,30,14,101438,79084,3.0
2007,16,5,53140,36282,5.0
1996,14,6,480400,7938,4.0
2008,21,12,55030,32542,
2004,18,7,29300,12695,
2007,3,3,6600,3646,16.0
1997,38,23,432490,111743,4.0
1980,14,9,57191,42298,10.0
2013,3,3,19400,7326,6.0
2004,12,5,9600,10632,19.0
2003,20,13,231051,20865,1.0
2007,9,8,52000,34773,14.0
1997,39,23,702733,217309,7.0
2010,11,7,31500,25691,16.0
1990,49,12,563869,124845,5.0
1999,14,7,119044,65500,18.0
2007,17,10,44813,12037,3.0
2003,34,7,88097,70963,2.0
2012,19,13,96265,37068,0.0
2005,30,15,540105,143742,11.0
1981,34,13,93351,64509,10.0
1993,12,8,54840,38011,20.0
2006,22,7,52116,28194,5.0
1997,28,11,55702,20410,9.0
2004,45,20,487267,146230,4.0
2006,5,5,44300,21893,
2004,32,10,572245,72753,4.0
1994,26,16,41975,15690,6.0
1987,20,9,137313,38522,11.0
1991,34,12,58800,5047,
2006,28,12,148679,50530,5.0
1983,33,17,190832,57345,1.0
1996,51,22,138229,27127,4.0
1999,14,9,135747,77990,8.0
2012,6,5,33184,18855,16.0
2004,51,24,89714,28759,0.0
2003,11,3,28128,21978,1.0
1987,13,6,92042,17611,
2006,27,18,133272,35518,
1993,24,10,559500,139253,
2004,12,6,43416,23143,6.0
1996,20,11,155770,99235,
2007,17,11,325957,68792,17.0
1994,53,29,312819,87367,10.0
2012,4,3,16600,7007,
2001,6,4,237259,11796,
2004,15,9,60654,30322,5.0
2005,48,34,423361,45946,4.0
1979,11,7,83700,38922,4.0
1998,30,22,93437,81995,7.0
1988,13,7,29100,16536,18.0
2010,8,3,23825,8881,9.0
2012,20,13,44600,13764,11.0
2005,32,12,390156,52534,0.0
1981,29,18,93537,21993,
2007,16,10,19500,3166,1.0
2002,12,2,27282,10993,
2005,14,13,49260,28122,4.0
1998,29,17,35772,22532,
2004,14,8,362735,51772,10.0
2002,49,17,141508,33018,0.0
2005,9,4,142869,13298,
2008,26,7,102926,103627,
1998,25,16,55568,32366,10.0
2005,29,5,94449,42682,2.0
2004,14,8,520668,53146,17.0
2009,22,9,60906,21982,
2001,27,6,221712,54852,8.0
2009,9,5,244946,28271,
2004,61,35,486840,106502,7.0
2000,55,18,214942,46380,2.0
2014,4,2,19910,15502,15.0
2004,15,14,184929,31335,2.0
2006,58,28,429662,90915,6.0
2006,12,4,48837,22224,0.0
2003,21,5,123140,38968,3.0
2002,54,17,214719,65744,8.0
2009,19,11,66125,27035,
2000,29,12,89380,48829,
1989,59,24,230050,24610,7.0
2003,16,13,355586,39189,5.0
2001,28,8,94851,27368,12.0
1987,27,13,315088,160285,3.0
2004,11,5,62928,52544,
2006,27,8,392003,46564,1.0
1999,39,18,803161,137382,8.0
1987,34,26,486854,101933,5.0
2003,23,13,66599,35337,10.0
2009,15,8,261391,65409,17.0
2007,16,5,44986,34936,2.0
1995,40,27,504834,161681,5.0
1999,30,11,31500,10203,3.0
2001,30,13,67721,50469,5.0
2006,47,9,135744,112846,4.0
2003,50,22,219974,135761,22.0
2001,32,10,46334,34302,3.0
2000,21,15,1273085,154689,10.0
1981,19,8,31600,4973,7.0
2008,17,8,220509,62310,2.0
1993,18,11,108826,21203,15.0
2001,26,7,63115,48684,2.0
2003,35,14,62148,33917,5.0
1995,28,9,301914,41727,3.0
1993,72,29,301345,129421,0.0
1993,28,16,215179,66075,15.0
2006,15,10,31255,17238,9.0
1996,14,12,217648,104473,14.0
1994,34,18,137521,39549,16.0
1993,35,14,33200,16749,12.0
1995,22,11,55577,41806,8.0
2002,19,13,265891,43584,
2000,36,19,629124,66125,2.0
1997,11,6,32595,22187,9.0
1996,11,10,76600,7326,18.0
2004,16,10,18100,13275,8.0
1979,34,12,212600,8766,13.0
2002,12,7,7800,1935,8.0
2006,13,8,153600,11032,
2003,20,9,41852,19489,8.0
2001,37,17,64900,36718,19.0
1987,37,8,124900,27381,3.0
2001,19,11,60573,50946,10.0
2002,28,11,48536,24868,4.0
2005,24,8,406479,61290,22.0
2002,36,8,154546,154276,15.0
1991,9,6,21500,3618,24.0
1994,11,8,114762,16375,14.0
2004,27,11,417526,99141,5.0
2004,19,8,51511,4663,17.0
2001,13,12,54987,80834,
2012,16,13,882897,40417,
2003,21,7,726766,34794,6.0
2010,7,6,39482,36228,
2002,15,8,85347,57296,
2013,4,2,18572,12111,14.0
2012,5,3,53626,17792,4.0
2008,2,2,33400,27,1.0
1991,15,5,294287,37706,12.0
2003,7,3,79175,1564,2.0
2007,20,12,224996,46806,11.0
1987,47,14,390220,71544,3.0
2005,5,4,37523,24561,
1999,25,15,150143,96138,
1997,32,18,374372,69968,3.0
2000,29,9,218445,71836,19.0
2006,33,14,251196,54099,0.0
2007,18,7,57555,35949,16.0
2003,28,14,443959,73454,1.0
2012,11,8,9500,6204,2.0
2004,3,2,16500,16252,6.0
1999,31,17,239700,147821,5.0
2007,13,7,37600,10060,19.0
1997,21,10,98988,37203,14.0
2014,17,11,55785,31247,1.0
1995,19,10,273185,44344,5.0
1999,16,14,92600,13649,8.0
2006,16,7,20800,1884,6.0
2001,18,10,31300,12513,12.0
2004,47,30,123273,83527,8.0
2001,17,13,173951,64070,11.0
2003,21,5,251690,14125,15.0
1998,22,20,301120,78994,1.0
2014,7,6,37900,6293,12.0
2014,8,7,37389,28178,1.0
1993,26,11,312460,67856,7.0
1985,4,3,13600,8180,4.0
2008,7,7,65511,26745,
2000,30,8,87000,7699,1.0
1987,30,13,251800,27565,1.0
2003,13,7,108518,4527,1.0
2014,12,12,64475,41624,16.0
1994,16,7,177300,15439,16.0
1999,27,15,317870,3249,1.0
2008,17,8,37250,34218,20.0
1993,41,13,253869,31726,
2011,17,7,74275,13299,
2005,21,14,77529,34688,22.0
2012,16,12,290232,95416,8.0
2006,17,9,324622,24713,5.0
2002,28,11,103662,10506,0.0
2004,16,8,274471,11264,7.0
2014,7,6,38600,19385,
2005,33,27,197370,192044,3.0
2004,15,3,12800,5934,4.0
2001,30,15,106781,75510,18.0
1990,14,8,42064,30876,7.0
2005,27,7,308370,20909,3.0
2005,28,12,132742,35077,11.0
2002,15,2,6000,604,4.0
1988,15,2,17000,1693,
1992,23,6,355259,94517,
2007,31,20,65738,41228,4.0
1990,26,12,59242,39503,13.0
2002,22,11,220540,25377,1.0
2007,14,10,176977,28766,20.0
1992,28,11,471060,18957,10.0
2004,28,21,46579,27078,3.0
2008,22,14,136028,103390,5.0
2008,12,6,40197,30716,10.0
2000,24,11,307103,96519,4.0
2002,27,12,81229,36081,3.0
2010,23,11,122561,37310,5.0
1988,44,18,115031,92950,16.0
1998,27,12,240299,73861,1.0
2010,14,10,61422,34271,10.0
1998,24,12,383663,56556,2.0
2004,48,23,517786,199565,6.0
2006,47,25,235383,150759,4.0
1989,18,9,101128,65177,1.0
2005,15,5,217504,27940,
2001,36,19,467126,187062,13.0
1992,45,22,250101,42326,0.0
2002,13,5,19000,3471,7.0
2009,14,9,13900,4920,12.0
2004,24,8,92075,53668,13.0
1997,27,14,680565,67287,12.0
2010,16,7,242600,18172,6.0
1978,17,8,311002,31484,10.0
2013,8,7,36457,17503,
2002,13,5,235049,9892,
2007,30,17,359953,89545,15.0
2002,29,10,617155,36296,1.0
2006,21,5,33269,24871,3.0
2004,19,11,163716,32495,6.0
2012,30,19,184275,22540,4.0
2005,51,24,304002,48386,6.0
2006,15,11,234853,211005,0.0
2010,18,18,144700,88613,1.0
2005,25,10,124139,47715,6.0
1985,31,13,253507,45620,23.0
2005,46,39,411440,463581,6.0
1983,30,14,156100,17592,4.0
1997,25,13,380500,38793,12.0
1997,42,18,807175,324210,
2013,3,3,19702,9226,12.0
1999,18,8,42708,16299,4.0
2006,11,10,87438,68191,10.0
2004,6,4,264381,4175,
2010,44,13,65792,37431,7.0
2013,11,11,33100,30304,5.0
2000,27,13,233141,36272,0.0
2006,19,9,330695,156202,0.0
2013,13,13,49148,25753,17.0
2001,26,6,37950,20669,13.0
2007,24,13,114708,24616,12.0
1992,17,8,28900,9949,0.0
2008,35,22,211409,122074,4.0
2002,36,17,110239,90637,4.0
2003,12,7,85448,72536,13.0
2008,23,11,216752,89267,2.0
2006,12,10,53891,42584,15.0
1996,11,5,28300,22380,1.0
1999,10,5,39567,27386,18.0
2005,45,23,306510,117517,9.0
2006,16,5,83043,46965,17.0
1999,37,25,351403,109800,0.0
2005,44,19,239043,281196,3.0
1978,16,9,82301,51955,
2006,38,12,161502,66954,7.0
2000,16,10,169212,58112,1.0
2009,16,12,86800,14198,
1982,33,14,338189,62959,4.0
1993,38,22,128362,34325,9.0
2008,12,4,70979,65918,
1990,10,5,50120,22014,
1996,28,7,99502,53404,16.0
2010,10,6,184826,135820,3.0
2005,11,6,72500,13076,1.0
2012,13,10,4500,1106,2.0
2003,6,5,9100,5433,2.0
2000,45,21,344723,113832,0.0
2015,12,8,44218,36272,2.0
1984,27,16,109218,26805,
1996,8,4,6800,5685,20.0
2007,14,10,75523,29229,
2006,19,10,78962,43974,19.0
2008,25,20,112983,61946,4.0
1995,31,18,373085,36417,3.0
2006,22,11,52948,36928,2.0
2007,32,26,140159,105475,8.0
2014,15,11,67748,49572,2.0
2003,9,5,35539,22281,18.0
1985,31,12,388245,43864,0.0
1999,14,10,62700,26398,3.0
2006,24,10,127876,107507,3.0
1998,19,10,83859,28733,0.0
1988,35,20,467226,60913,3.0
2007,12,8,56174,29299,1.0
2003,17,6,23831,9972,14.0
2006,18,5,24000,16270,
1990,44,21,487442,91446,18.0
1999,32,18,56787,29516,6.0
1987,28,12,112700,70187,0.0
1997,27,9,357130,47176,4.0
2004,23,7,42252,29889,5.0
2012,4,4,30400,10381,
2007,23,8,75989,39584,13.0
1996,15,11,339000,3857,2.0
2003,20,9,346271,56535,17.0
1995,17,6,17800,10528,1.0
1999,12,8,40809,13248,
2004,18,6,49355,33022,24.0
2011,22,11,80826,65733,2.0
2011,15,10,402717,24771,3.0
1985,22,16,123700,50358,6.0
2011,19,11,240520,59362,15.0
2005,23,15,97955,52757,0.0
2000,42,27,236499,62187,1.0
2000,25,9,114956,51364,2.0
2005,23,4,40332,33818,
2003,20,7,32053,30775,0.0
2006,26,9,75219,59165,0.0
2004,17,8,105500,14974,11.0
2006,14,6,52600,29829,20.0
1997,15,11,29450,25480,11.0
2002,36,9,320115,22003,5.0
1995,52,27,215212,53902,23.0
2005,12,7,43465,24738,7.0
2006,37,16,96436,94323,2.0
1997,25,12,578941,95382,7.0
2009,12,11,16100,7593,11.0
1999,23,9,123905,26030,2.0
1990,17,7,24330,17051,4.0
1989,25,13,496784,90819,19.0
2006,11,4,275800,0,22.0
2007,20,9,109600,50795,9.0
2008,16,10,46528,26195,5.0
1997,8,4,26025,11062,
2014,14,8,58600,17442,7.0
2006,27,15,386384,94425,8.0
2006,17,4,44800,160,19.0
2003,8,5,15603,8249,0.0
2000,6,4,102500,47115,12.0
2012,7,4,20960,12788,
2001,41,15,221481,173984,22.0
2009,15,8,45900,26868,5.0
2010,13,8,152977,33102,4.0
2008,20,6,83443,85709,1.0
2008,28,20,88748,61435,18.0
1971,20,9,18000,10518,24.0
2001,47,17,559662,83253,6.0
2002,3,2,10800,9194,1.0
1999,23,8,71380,35109,
2001,30,12,134917,47939,6.0
1997,62,31,558604,158286,6.0
2006,35,12,76498,53494,
2002,31,13,46657,18808,5.0
1999,17,7,178243,17169,3.0
1999,16,9,147641,34915,10.0
2011,6,5,22100,17496,
1990,6,6,9400,5429,12.0
1971,22,13,355333,43813,10.0
2002,25,12,42400,25854,22.0
2006,16,4,73757,47267,12.0
2006,37,21,394641,99831,2.0
1997,14,10,179733,40920,3.0
1995,22,10,66808,35780,
1993,46,26,780142,192084,
2005,16,10,18300,332,0.0
2005,18,9,43611,7048,23.0
2012,10,8,40400,7316,
1999,20,11,292485,57261,
2006,30,12,18204,17724,14.0
1993,28,17,291000,30366,1.0
1989,16,8,420675,19427,5.0
1983,14,11,62700,43658,20.0
2008,11,6,207300,380,0.0
2004,30,14,273750,18396,7.0
2003,13,7,21200,12582,
1991,45,15,399604,68440,4.0
2008,16,6,96347,55551,20.0
2010,11,10,40155,12565,15.0
2005,21,11,62609,35646,2.0
2000,21,10,23434,13835,
2012,11,6,474200,415,2.0
2004,20,9,124832,37560,8.0
1993,30,18,78385,33741,8.0
1990,40,18,199837,49130,13.0
2001,24,7,60100,24335,3.0
1997,19,12,52600,19417,7.0
1992,26,14,430223,75695,20.0
1975,47,30,277005,96019,9.0
2009,28,6,114005,3185,0.0
1986,44,28,120282,87429,7.0
2006,19,9,571449,61249,8.0
1995,14,10,249980,32622,0.0
2001,22,13,173550,69177,8.0
2007,38,20,152600,145476,9.0
1990,34,16,265951,100711,3.0
1985,29,20,189591,180500,4.0
1999,21,7,177031,160007,13.0
1999,30,13,211031,29468,16.0
2006,34,16,482807,102992,12.0
2012,5,3,250273,30914,12.0
1994,35,17,373435,142399,17.0
2007,5,5,227162,45310,7.0
2008,46,24,73950,69721,
2002,5,5,12150,10090,17.0
2003,32,4,86767,79359,13.0
2005,11,8,10300,5500,
1997,28,11,39182,16119,4.0
2004,45,23,332270,112694,15.0
2006,14,10,64540,39562,12.0
2005,27,9,60007,43650,16.0
2008,43,13,299130,192041,2.0
2007,15,9,579093,21517,5.0
1993,25,9,318823,47525,10.0
2001,11,9,19150,17439,
2009,11,7,59751,28169,8.0
1999,15,9,21200,9966,12.0
1999,44,15,197484,95374,5.0
2006,20,9,209110,61346,11.0
2007,26,9,71260,55821,3.0
1996,9,5,51854,46757,17.0
1996,35,16,41137,15980,0.0
2005,15,12,75598,30854,22.0
2008,11,7,66313,41343,18.0
2006,41,21,150639,116050,20.0
2001,21,16,349953,185333,13.0
2003,10,6,28550,15714,4.0
1987,11,5,322754,32717,
1993,30,20,331900,10703,5.0
2011,26,13,247883,86410,9.0
2005,22,8,26933,12664,
1993,13,9,48650,25825,4.0
2006,7,6,22800,10483,5.0
2009,7,6,25300,15043,23.0
2003,12,8,16200,5846,13.0
2006,7,6,55613,34940,24.0
2007,15,9,54211,25457,2.0
2004,7,5,77768,30878,2.0
2013,30,16,87417,28943,3.0
2008,10,9,48207,29334,3.0
2008,5,5,192930,6801,8.0
2006,14,13,64762,26228,
2004,14,9,41949,25189,2.0
2011,8,5,36739,27830,14.0
1998,23,17,264145,24802,2.0
1994,15,9,190763,25312,8.0
2007,8,6,10000,2918,
1995,40,18,626536,156179,1.0
2010,16,13,173674,23925,13.0
1977,38,16,572894,66366,8.0
1987,12,11,370338,47268,13.0
1998,20,14,261558,185540,8.0
2004,14,6,51099,27985,
2003,27,9,137631,12207,9.0
2012,9,7,87783,44305,14.0
1997,50,30,391296,52133,19.0
1993,16,7,80140,43078,19.0
2003,28,8,314013,20469,
2014,4,4,12400,5024,
2007,10,6,17200,10111,
2015,5,4,25802,20654,5.0
2002,20,7,155931,18161,0.0
2001,27,11,133783,96368,15.0
2002,41,21,230799,35941,16.0
2004,39,8,88247,63185,0.0
2003,40,12,121932,21667,2.0
2010,5,4,35922,23692,9.0
1978,27,18,107795,62840,9.0
2005,15,6,57000,38387,4.0
2004,22,10,74245,37396,8.0
2006,11,7,28740,18679,5.0
1996,32,16,71729,43248,12.0
2007,8,5,15600,5334,11.0
1993,15,8,56400,45189,
2014,7,6,15300,2699,21.0
1993,24,13,231700,32951,22.0
1990,16,6,105475,7195,7.0
2001,36,22,504014,68535,
2007,22,10,307329,79188,4.0
2007,12,7,176680,36173,0.0
1999,40,14,252368,56927,
1994,11,6,40352,27220,2.0
1998,16,7,198668,70895,15.0
2014,14,13,239622,36088,4.0
1999,15,7,206541,161034,8.0
1985,32,10,318092,24093,4.0
1997,16,10,12500,9946,
2001,22,9,179762,43504,10.0
1995,16,10,236860,34842,11.0
2004,42,19,260096,38565,7.0
2006,16,8,309910,14138,2.0
2006,6,4,85100,2412,4.0
2005,42,22,64647,22135,5.0
1992,17,7,414105,48277,16.0
2006,23,9,143272,49647,7.0
2005,63,14,228174,116850,2.0
1975,16,7,404526,66681,3.0
2008,16,12,86820,54220,6.0
2002,23,11,272592,33996,10.0
2004,7,7,57138,45873,1.0
2004,39,18,260194,58445,22.0
2005,11,5,61606,40256,
1996,24,11,37869,17780,14.0
2005,17,11,176954,33351,3.0
2004,7,3,19500,9679,11.0
2003,20,11,43900,29787,13.0
1998,57,15,582498,133557,10.0
2007,7,4,24231,20331,15.0
2005,10,2,11500,8151,3.0
2007,13,10,288112,27188,4.0
2001,12,4,21700,6825,10.0
1998,32,16,450152,110685,18.0
2012,6,5,37750,38758,5.0
1992,14,10,228970,26981,
2001,13,7,55500,21282,
2004,19,10,222257,30038,4.0
1992,19,5,208615,105765,21.0
2004,6,4,17410,6627,0.0
1978,27,12,90512,23555,
2004,19,7,330700,5884,9.0
1980,10,7,37941,21865,
2000,17,5,56000,48888,7.0
2005,19,11,54200,28134,
2007,15,5,51710,42693,2.0
2003,21,13,77010,43875,12.0
1991,32,8,372772,101338,7.0
2006,14,8,233649,29157,15.0
2007,43,25,531593,120861,3.0
2002,11,9,28274,19142,2.0
2003,27,17,171319,28305,12.0
2002,32,13,236253,110717,1.0
1992,14,4,104664,104874,7.0
2007,31,14,292806,48538,11.0
2006,12,8,235206,38806,4.0
2007,12,8,27859,17429,15.0
1992,27,8,203884,25327,12.0
1997,10,4,134786,72390,18.0
1980,14,6,324478,24595,3.0
2005,31,11,165150,67982,2.0
2009,18,15,100036,85992,1.0
2007,32,23,193422,23277,12.0
2007,44,24,75071,45182,7.0
2004,14,4,301655,32501,8.0
2011,15,15,49000,40676,11.0
2007,16,10,53700,22799,8.0
