emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
electrician,10.0,MI,MORTGAGE,20000,36,6.08
driver,4.0,MN,MORTGAGE,2400,36,13.58
customer service,10.0,AR,RENT,6000,36,7.35
veterans service representative,9.0,FL,MORTGAGE,20000,36,7.97
accountant,2.0,MD,MORTGAGE,24000,36,10.42
sales associate ,2.0,NY,RENT,15000,36,6.71
driver,10.0,VA,MORTGAGE,20000,36,5.31
store manager ,2.0,CA,RENT,11000,36,12.61
rn,5.0,FL,MORTGAGE,7500,36,25.82
chef,8.0,MA,MORTGAGE,14800,36,18.06
marketing,5.0,NJ,RENT,20000,36,9.44
operating engineer,3.0,CT,RENT,10000,36,19.03
machinist,10.0,UT,MORTGAGE,22000,36,5.32
owner,10.0,SC,MORTGAGE,10000,36,11.99
supervisor,4.0,CA,RENT,13000,36,7.96
service specialist,1.0,WA,MORTGAGE,32000,36,18.45
office manager,3.0,CT,MORTGAGE,32000,60,28.72
sales specialist,10.0,OH,MORTGAGE,20000,60,9.92
full charge book keeper,4.0,NC,RENT,2050,36,7.96
,,OH,OWN,12000,36,13.58
associate ,3.0,NJ,RENT,12000,36,7.34
satellite network engineer,4.0,LA,OWN,12000,36,9.43
sales,7.0,CO,MORTGAGE,5400,36,15.05
project coordinator,2.0,NY,RENT,6000,36,11.98
registered nurse,5.0,AL,RENT,7400,36,13.59
cleaner,5.0,MD,RENT,8000,36,14.08
nurse,5.0,IL,RENT,12000,60,14.07
prep cook,6.0,OH,OWN,10000,36,16.01
transportation specialist,2.0,OK,MORTGAGE,40000,36,9.43
,,CA,RENT,9500,36,9.93
sr programmer,10.0,MD,OWN,15000,60,12.61
bus operator ,2.0,CO,RENT,14000,60,14.08
meat wrapper,10.0,MI,MORTGAGE,10000,60,16.02
regional account manager,3.0,GA,MORTGAGE,35000,60,19.03
project manager,5.0,OK,RENT,11500,60,9.93
automotive technician,10.0,IN,MORTGAGE,21975,36,7.96
accounts receivable coordinator,4.0,FL,MORTGAGE,12000,36,10.91
radiologic technologist,2.0,NJ,RENT,23000,60,18.06
teacher,10.0,KS,RENT,10000,36,5.31
ceo,10.0,IL,MORTGAGE,40000,60,11.98
srv analysts ,7.0,TX,RENT,20000,36,21.85
program manager,10.0,NY,MORTGAGE,10000,36,7.35
police officer,6.0,NJ,MORTGAGE,40000,60,9.93
,,CA,OWN,15000,36,6.08
night operations manager ,10.0,FL,OWN,8000,36,16.01
reciever,0.0,MA,RENT,6025,36,10.9
registered nurse,3.0,NY,RENT,30000,36,7.35
senior cohort sales advisor,3.0,VA,RENT,20000,60,9.93
quantitative modeller,2.0,OR,MORTGAGE,35000,36,6.72
programs manager,2.0,NC,MORTGAGE,12000,36,9.92
store associate,10.0,NY,RENT,15000,60,21.45
fleet manager,8.0,FL,RENT,13000,60,21.85
lineman,10.0,OH,MORTGAGE,20000,36,20.0
mechanic,1.0,WI,OWN,1600,36,10.9
tank relocation specialist ,3.0,KY,OWN,6000,36,13.58
owner,10.0,NY,OWN,30000,60,21.85
locomotive engineer,10.0,NY,OWN,15000,36,10.9
hr director ,5.0,OH,RENT,3000,36,10.42
loan officer,10.0,CT,MORTGAGE,39600,36,22.91
,,MS,OWN,5000,36,12.62
human resources director,2.0,WA,MORTGAGE,18875,36,14.07
ceo,10.0,MO,MORTGAGE,40000,36,15.05
mechanic,8.0,NY,MORTGAGE,15000,60,9.93
security supervisor,6.0,MS,RENT,6000,36,16.01
store manager,1.0,CA,MORTGAGE,12500,60,12.62
administrative assistant-requisitions,3.0,AK,MORTGAGE,9500,36,7.35
business analyst,0.0,SC,MORTGAGE,13000,60,15.04
patrolman,1.0,NJ,RENT,20000,36,9.44
account executive,3.0,CA,MORTGAGE,35000,36,16.01
,,AL,RENT,7000,36,10.9
owner/manager,0.0,GA,RENT,16700,36,6.72
supervisory passport specialist ,10.0,GA,RENT,15000,36,9.93
vp global business development,10.0,TX,MORTGAGE,40000,36,11.99
program coordinator,0.0,MI,MORTGAGE,24000,36,9.93
store manager,9.0,FL,RENT,4000,36,10.41
chief solutions officer,10.0,TN,MORTGAGE,35000,36,13.59
,,GA,MORTGAGE,9525,36,15.05
sales,7.0,TX,RENT,13500,60,14.08
housekeeper,10.0,NY,RENT,20000,36,19.03
chefs ,6.0,VA,RENT,10000,36,6.08
driver,4.0,OH,OWN,3500,36,11.99
department manager,10.0,GA,MORTGAGE,9000,36,5.31
teacher,5.0,WA,MORTGAGE,15000,60,12.62
executive assistant,9.0,CA,RENT,5000,36,13.59
farmer,5.0,MN,RENT,5000,36,13.59
lpn ,1.0,NY,OWN,2200,36,11.98
owner,3.0,OH,MORTGAGE,10000,36,14.08
enterprise product manager,1.0,CA,RENT,2000,36,15.05
account supervisor,10.0,MA,RENT,6025,36,12.62
healthcare coordinator,4.0,FL,MORTGAGE,28000,60,10.9
"vice president, sales and marketing",10.0,CA,MORTGAGE,10000,60,10.9
unexploded ordnance technician 2,8.0,VA,RENT,38400,36,6.72
"registered nurse,charge",7.0,KY,OWN,40000,36,9.92
marketing support specialist,5.0,OH,RENT,18000,60,16.02
vocational rehabilitation counselor,2.0,CA,RENT,10000,36,9.43
owner operator,4.0,PA,OWN,27000,60,11.99
,,MS,RENT,15000,60,13.59
engineer,10.0,TX,RENT,24000,36,6.72
assistant librarian,10.0,NY,RENT,10000,36,13.58
field biologist,1.0,LA,OWN,6250,36,9.92
field supervisor,10.0,AZ,MORTGAGE,25000,36,10.41
selling specialist,0.0,FL,RENT,4000,36,10.91
"manager, data surveys",10.0,FL,RENT,36000,60,12.61
rn clinical educator,10.0,IN,MORTGAGE,12000,36,10.91
partner,10.0,CA,RENT,20000,36,6.07
register nurse,2.0,NC,RENT,20000,36,10.42
"sports manager, ad sales marketing",2.0,NJ,MORTGAGE,16000,36,9.43
president,5.0,FL,MORTGAGE,21000,36,6.08
operations manager,2.0,RI,MORTGAGE,20000,60,10.91
marketing manager,10.0,TX,OWN,7200,36,6.07
executive assistant/office manager ,2.0,WA,RENT,22000,60,9.44
assistant,3.0,CA,RENT,10000,36,16.02
distribution manager,10.0,KY,MORTGAGE,8500,36,10.42
director international relations,9.0,NJ,MORTGAGE,15000,60,9.44
commercial analyst,0.0,NJ,RENT,5000,36,7.34
alarm technician ,10.0,NY,MORTGAGE,30000,36,19.42
caregiver & geiger,10.0,WA,RENT,21000,36,15.05
c&c operator,10.0,NY,MORTGAGE,20000,60,16.02
credit support specialist,0.0,CA,RENT,21600,60,16.02
registered nurse,1.0,IL,RENT,28000,60,14.07
account executive ,4.0,MN,MORTGAGE,35000,36,10.41
custodial,10.0,NY,MORTGAGE,5000,36,14.08
manager,9.0,KS,MORTGAGE,6000,36,11.99
corporate ehs officer,0.0,NC,RENT,25000,60,10.42
payroll administration ,3.0,TX,MORTGAGE,15000,60,13.59
supervisor,8.0,NE,MORTGAGE,8000,36,6.08
electronic tech iv,4.0,CA,MORTGAGE,35200,36,6.71
hairstylist,10.0,TX,MORTGAGE,6000,36,10.42
waitress,10.0,LA,OWN,6000,36,7.34
cook,10.0,MO,RENT,10000,36,17.47
sales manager,10.0,NJ,OWN,35000,36,9.93
executive vice president,3.0,PA,MORTGAGE,35000,60,17.09
rn,7.0,OH,MORTGAGE,24000,60,12.62
doorman,2.0,NY,RENT,15000,60,21.45
,,CA,RENT,2000,36,7.97
senior banker,7.0,NJ,MORTGAGE,40000,60,9.93
,,AZ,RENT,7500,36,7.96
realtor,8.0,MA,OWN,10000,36,6.72
senior paralegal,5.0,GA,OWN,24000,60,16.01
teacher aide,2.0,NY,RENT,10000,36,7.96
deputy,4.0,GA,MORTGAGE,9500,36,10.42
licensed staff agent,10.0,WV,MORTGAGE,11500,36,6.08
pharmaceutical sales rep,2.0,IL,OWN,18000,36,6.72
paraprofessional,4.0,FL,MORTGAGE,10000,36,5.31
campus safety officer,0.0,CO,MORTGAGE,6000,36,10.42
teacher,10.0,NC,MORTGAGE,30000,60,25.81
consultant,8.0,NY,RENT,15000,36,7.35
quality team leader,8.0,MI,MORTGAGE,14000,60,10.9
,,OR,OWN,9500,36,5.32
crane operator ,10.0,FL,MORTGAGE,10000,36,16.02
data analyst,1.0,CA,RENT,6000,36,9.92
operator,3.0,ND,RENT,30000,36,6.71
law enforcement/traffic control ,10.0,TX,RENT,10000,36,14.08
teacher,10.0,TX,RENT,12000,36,9.44
senior vice president,9.0,MD,MORTGAGE,16000,36,16.02
client service manager,4.0,WI,MORTGAGE,24000,36,10.42
teacher ,2.0,TX,RENT,4000,36,7.97
superviser,10.0,IN,MORTGAGE,8500,36,16.02
captain,10.0,TX,MORTGAGE,3100,36,9.43
accountant,10.0,VA,MORTGAGE,20000,36,11.98
owner,10.0,CO,OWN,25000,60,10.9
help desk analyst,0.0,TX,RENT,21000,36,6.71
chemist,2.0,MA,RENT,8000,36,6.71
executive,10.0,MO,MORTGAGE,30000,36,19.03
manager,10.0,IL,MORTGAGE,20400,60,23.88
dispatcher ,3.0,IN,MORTGAGE,2500,36,10.9
full stack developer,1.0,IL,RENT,15000,60,19.03
graduate assistant,3.0,NM,RENT,10000,36,6.72
caregiver coordinator,2.0,NV,RENT,16000,36,9.44
creative director,1.0,NY,RENT,9000,36,5.31
electrical engineer technician ii,1.0,SC,MORTGAGE,24000,60,14.07
service manager,2.0,VA,MORTGAGE,7000,36,13.58
specimen processor ,2.0,UT,MORTGAGE,10000,36,14.08
owner,4.0,IL,RENT,5000,36,9.43
sous chef,10.0,FL,OWN,17000,36,10.91
consultant,4.0,CA,RENT,4000,36,16.02
propane clerk,2.0,MT,RENT,18000,36,18.06
special education teacher,5.0,NY,MORTGAGE,9000,36,5.31
warehouseman ,10.0,CA,RENT,18300,60,11.99
tech ,10.0,MN,MORTGAGE,16000,60,28.72
agency owner-president,10.0,CO,MORTGAGE,15600,36,16.01
educator ,9.0,AL,RENT,6000,36,10.91
stock guy,10.0,NY,RENT,24000,36,12.62
service technician,1.0,MI,RENT,10000,60,22.91
radiology technologisty,10.0,GA,OWN,7500,36,17.09
user experience researcher,3.0,GA,MORTGAGE,16000,36,10.42
crew bus driver,0.0,WI,MORTGAGE,12150,36,7.97
manager,0.0,WA,MORTGAGE,10000,36,14.08
receptionist,10.0,CA,RENT,10000,36,7.34
financial services officer,10.0,KY,MORTGAGE,29500,60,7.34
,,NY,OWN,10000,36,11.99
operations analyst,3.0,NY,RENT,12800,60,11.99
billing rep,1.0,PA,MORTGAGE,6000,36,10.91
architect,10.0,TX,MORTGAGE,25000,60,9.44
driver,3.0,PA,RENT,6000,36,6.72
branch manager,10.0,FL,RENT,32000,60,18.45
medical doctor,3.0,MN,MORTGAGE,16800,60,10.42
data architect,2.0,MA,RENT,16000,36,17.09
office manager,10.0,WI,RENT,10000,36,16.01
,,OH,OWN,10000,36,15.04
vice president of operations,10.0,MA,MORTGAGE,10000,60,30.17
airman ,7.0,MD,RENT,8000,36,7.97
parts ,10.0,MI,OWN,12000,36,9.44
mammography supervisor ,10.0,SC,OWN,10000,60,12.61
problem manager ,5.0,CO,RENT,23000,60,16.02
tfs tech,10.0,TX,MORTGAGE,40000,60,14.08
pastor,10.0,NY,MORTGAGE,22900,36,10.91
aasp,10.0,MO,MORTGAGE,13500,60,17.47
account manager,10.0,IN,MORTGAGE,30000,60,17.09
bookkeeper ,10.0,NY,MORTGAGE,20000,60,17.47
senior auditor,0.0,AZ,OWN,24000,60,10.42
lead clerk,10.0,TN,MORTGAGE,6000,36,10.91
sales,10.0,IL,MORTGAGE,10000,36,6.07
account manager,1.0,CA,RENT,11000,60,16.02
driver,3.0,SC,MORTGAGE,16000,60,22.91
mortgage banker,1.0,NJ,RENT,5775,36,11.99
machine operator,10.0,CT,RENT,10000,60,12.61
site manager,3.0,MT,RENT,16000,60,19.03
divisional secretary (coo),10.0,OR,RENT,35000,60,15.04
teacher,1.0,CA,RENT,40000,36,6.07
correctional officer,10.0,CA,MORTGAGE,12000,36,14.08
lpn,10.0,GA,MORTGAGE,14000,60,10.9
production manager,10.0,MO,MORTGAGE,8000,36,6.07
owner/partner,2.0,MA,RENT,14000,36,10.91
marketing coordinator,9.0,FL,OWN,18000,36,6.72
 admin,3.0,GA,MORTGAGE,20000,60,9.44
sales consultant,10.0,HI,RENT,35000,60,25.81
executive director,3.0,MA,OWN,6025,36,12.61
business manager,9.0,IL,RENT,10000,60,12.61
cashier,1.0,FL,OWN,6000,36,7.35
chief cyber operations,10.0,TX,MORTGAGE,25000,60,20.0
rn,8.0,SC,MORTGAGE,24000,60,24.84
mechanical sustaining engineer,2.0,MA,RENT,5400,36,6.08
,,NJ,RENT,5000,36,11.99
manager,10.0,OH,MORTGAGE,22250,60,9.44
otr driver,1.0,MN,MORTGAGE,10000,36,5.32
director,1.0,AZ,MORTGAGE,27000,60,9.92
manager,6.0,FL,RENT,4000,36,21.45
owner,10.0,CA,MORTGAGE,16000,60,12.61
,,IL,MORTGAGE,4000,36,14.08
warehouse supervisor,7.0,NY,MORTGAGE,9600,36,10.9
sales manager,2.0,NY,RENT,7000,36,15.05
operations manager,4.0,WA,RENT,8000,36,11.98
case managet loan,1.0,MN,RENT,15775,36,10.91
sales,10.0,VA,MORTGAGE,2000,36,14.07
owner / operator,10.0,NM,OWN,14000,60,17.09
mechanical designer,3.0,OR,RENT,16175,36,30.75
counselor,1.0,AZ,RENT,16000,60,29.69
senior technical support engineer,4.0,ME,MORTGAGE,7500,36,11.98
senior web developer,9.0,WA,MORTGAGE,10000,36,5.32
maintenance supervisor,10.0,OH,MORTGAGE,24000,60,13.59
reservation sales representative,3.0,TN,MORTGAGE,16000,60,15.05
regional asset manager,1.0,NC,MORTGAGE,28000,60,14.08
,,NY,MORTGAGE,16000,60,19.03
electrical engineer,2.0,IN,MORTGAGE,26650,60,13.59
sr account executive ,10.0,GA,MORTGAGE,7625,36,12.61
interior designer ,0.0,CA,RENT,10000,36,18.06
ceo,10.0,HI,MORTGAGE,9800,36,14.08
teacher/coach,10.0,AL,MORTGAGE,16000,36,18.06
asst mngr,3.0,FL,RENT,40000,36,6.07
superintendent,7.0,GA,MORTGAGE,4800,36,11.99
owner,2.0,LA,RENT,40000,36,5.31
probation officer,9.0,CA,RENT,15000,60,10.42
cna,10.0,CO,RENT,3600,36,6.08
truck driver,10.0,AR,MORTGAGE,10000,60,18.06
mortgage lending administrator,10.0,WA,MORTGAGE,4000,36,15.05
nanny,0.0,IL,MORTGAGE,8000,36,6.72
communications officer,4.0,OH,OWN,8000,36,12.62
principal consultant,3.0,CO,RENT,20000,36,6.07
manufacturing,10.0,WI,MORTGAGE,6000,36,5.32
production tech,10.0,KS,MORTGAGE,3000,36,7.34
rn,10.0,CO,MORTGAGE,12000,36,9.93
manager ,10.0,CA,MORTGAGE,30000,60,15.04
truck driver,10.0,MA,MORTGAGE,35000,36,6.07
dental asst,10.0,CA,MORTGAGE,15000,60,10.41
continuous improvement,10.0,IN,MORTGAGE,40000,60,5.32
custidian,3.0,CA,RENT,10000,36,16.01
nurse,10.0,HI,RENT,28000,60,28.72
architect,7.0,MA,RENT,5000,36,7.35
network architect,2.0,NE,MORTGAGE,16500,36,5.31
driver,0.0,AZ,RENT,23000,36,6.72
cigarette selector 2,3.0,TX,MORTGAGE,7000,36,7.97
cpc medical coder,2.0,AZ,MORTGAGE,21000,60,15.04
mechanic ,2.0,CA,RENT,12000,60,21.45
overnight flight coordinator,2.0,CT,RENT,12000,60,14.07
nutrition nurse navigator,3.0,WI,OWN,20000,36,6.72
,,WA,OWN,7000,36,11.99
fork lift mechanic ,2.0,TX,RENT,15000,60,10.9
technician,1.0,NY,MORTGAGE,10400,36,6.72
,,OH,RENT,8000,36,9.92
ltl truck driver,3.0,CA,OWN,20000,36,7.97
,,FL,OWN,10000,36,7.34
supply chain supervisor,2.0,MD,RENT,3800,36,9.92
presidnet,10.0,CA,MORTGAGE,40000,36,9.43
material handler,2.0,GA,OWN,4375,36,10.42
account manager ,5.0,CO,OWN,14400,36,16.02
senior writer,4.0,TX,OWN,6000,36,6.08
sales representative,7.0,NY,RENT,10000,36,20.39
plant lead,10.0,CO,MORTGAGE,8000,36,13.59
lpn,10.0,MS,MORTGAGE,19200,60,9.44
analyst,10.0,VA,RENT,3000,36,10.42
plumber,4.0,IN,MORTGAGE,12000,60,9.92
camera repair technician,8.0,CA,RENT,19200,60,11.99
rural delivery ,10.0,CO,MORTGAGE,13500,36,6.72
director of global compliance,10.0,PA,MORTGAGE,35000,36,18.06
,,OH,MORTGAGE,40000,60,9.93
director of property operations,3.0,CA,RENT,10000,36,10.42
,,WI,RENT,4000,36,14.08
vp interior design ,10.0,NV,MORTGAGE,36000,60,9.43
legal assistant,9.0,TX,MORTGAGE,8000,36,16.02
manager,2.0,DC,RENT,10000,36,6.72
teacher,10.0,IL,RENT,7000,36,9.43
facilities officer,9.0,VA,MORTGAGE,10000,36,7.35
project manager,0.0,MO,RENT,16500,36,6.08
director,9.0,PA,RENT,8000,36,6.08
teacher ,4.0,NY,RENT,16800,36,10.91
general manager,5.0,CO,MORTGAGE,10000,60,17.09
national sales manager,4.0,IL,MORTGAGE,10000,60,19.42
,,CA,RENT,25000,60,11.99
bookkeeper and human resources,0.0,FL,MORTGAGE,10000,36,13.58
sales chat banker,3.0,ID,MORTGAGE,12000,36,11.99
supervisory msa,2.0,IL,RENT,10800,60,13.59
sales/it consulting ,2.0,IL,RENT,8500,36,9.44
mechanic ,2.0,OR,MORTGAGE,10000,36,17.09
service manager,5.0,FL,RENT,10800,60,11.98
customer service ,4.0,WI,MORTGAGE,36000,36,20.39
office manager,3.0,NJ,MORTGAGE,17950,60,26.3
manager,10.0,MA,MORTGAGE,20000,60,13.59
owner,5.0,IL,OWN,20000,36,9.93
community outreach & development manager,6.0,NJ,RENT,6000,36,10.41
designer,4.0,FL,MORTGAGE,7000,36,12.62
,,NJ,RENT,3000,36,17.09
financial analyst,3.0,OH,RENT,6000,36,6.07
lieutenant,10.0,NE,MORTGAGE,28000,60,24.85
real estate,10.0,OK,OWN,10000,36,10.91
dental assistant ,7.0,WA,MORTGAGE,5000,36,5.31
chief nursing officer,0.0,PA,RENT,40000,36,6.08
occupational therapist,4.0,CO,MORTGAGE,4000,36,6.07
clinical care manager,2.0,LA,MORTGAGE,22000,36,9.43
librarian,10.0,NY,RENT,8000,36,14.07
financial officer,2.0,PA,MORTGAGE,10000,36,17.09
plumber,2.0,DC,MORTGAGE,25200,60,11.98
,,VA,RENT,30000,36,14.07
anesthesia tech,5.0,PA,MORTGAGE,12000,60,9.92
maintenance superintendent,0.0,VA,MORTGAGE,10000,36,5.32
handyman,2.0,VA,RENT,10000,60,16.02
service drive manager,10.0,AZ,MORTGAGE,35000,60,17.47
teacher,10.0,NH,MORTGAGE,25600,36,9.43
teacher,10.0,CA,RENT,30000,36,16.02
teacher /specialist,6.0,NV,MORTGAGE,25000,36,9.93
general maintenance,4.0,KY,MORTGAGE,29825,60,9.93
district manager ,10.0,IL,RENT,20000,36,9.93
carpenter,10.0,CA,MORTGAGE,24000,60,10.9
machinist,3.0,KS,OWN,20000,36,10.42
regional hr manager,10.0,MS,MORTGAGE,7500,36,11.99
sales account manager,10.0,SC,RENT,10000,60,26.3
motor vehicle operator,10.0,KS,OWN,10000,60,9.43
owner ,2.0,MI,OWN,29600,36,7.97
sergeant,4.0,NH,OWN,6100,36,11.98
medical support assistant ,10.0,MI,MORTGAGE,25000,60,15.04
editorial director,6.0,LA,MORTGAGE,24000,36,7.97
owner operator,9.0,TX,OWN,10000,36,14.08
department manager ,0.0,MO,RENT,13000,36,19.03
sr operations manager,10.0,TX,MORTGAGE,8000,36,7.96
director,0.0,CA,OWN,18000,60,9.44
owner ,5.0,WV,OWN,8000,36,11.99
truck driver,1.0,AL,MORTGAGE,20000,60,13.59
machine operator,5.0,IN,OWN,9000,36,7.97
correctional probation sr officer,3.0,FL,RENT,25000,60,16.02
sr manager,0.0,CO,MORTGAGE,30000,60,12.62
owner,7.0,WA,RENT,7000,36,5.32
nurse practitioner,3.0,NC,RENT,15000,36,7.97
human resources manager,10.0,TX,OWN,30000,36,12.61
assistant office manager,3.0,AZ,RENT,15000,36,11.98
csr,4.0,AR,MORTGAGE,16000,60,16.01
production and warehouse,5.0,OR,OWN,16800,60,18.45
call center manager,9.0,IL,OWN,11200,36,10.9
,,VA,RENT,11000,36,9.92
,,IL,OWN,27000,36,12.61
fleet manager,6.0,CA,RENT,30000,60,11.99
electronic tech,10.0,NV,MORTGAGE,28000,60,9.43
project manager ,10.0,NJ,OWN,17600,60,10.9
,,CA,OWN,18000,36,20.39
teacher,10.0,NY,MORTGAGE,19000,36,9.44
physical therapist,3.0,OH,MORTGAGE,28800,60,9.44
used car director,2.0,OK,MORTGAGE,18000,36,12.61
detailer,0.0,CA,RENT,15000,36,16.01
business process compliance ,0.0,OH,MORTGAGE,16000,36,12.61
owner principle broker ,10.0,OR,MORTGAGE,10000,60,10.9
business analyst,2.0,MD,RENT,10000,36,6.71
customer service representative ,4.0,AZ,OWN,10000,36,9.43
quota analyst ,10.0,IL,RENT,10000,36,10.41
banker,5.0,NJ,RENT,20000,36,10.9
process operator,10.0,WY,RENT,11000,60,16.02
1sg,10.0,NC,MORTGAGE,21275,36,14.08
manager,2.0,AZ,RENT,5000,36,10.91
asst project coordinator,2.0,KS,OWN,18000,36,7.34
plant manager,10.0,NJ,MORTGAGE,31100,60,9.92
dog groomer,10.0,AZ,RENT,8000,36,23.88
vice president emergency services ,4.0,AR,MORTGAGE,5500,36,10.9
rn,4.0,MA,MORTGAGE,6675,36,12.62
programmer,0.0,WA,MORTGAGE,20000,36,9.93
youthdevelopment,3.0,IN,MORTGAGE,5000,36,6.72
bartender/manager,3.0,GA,RENT,18000,36,21.45
foreman,10.0,CA,MORTGAGE,15000,60,13.59
assistant manager,0.0,NC,RENT,2000,36,6.72
right of way agent,7.0,LA,RENT,14000,60,15.04
,,CA,RENT,6000,36,7.97
production coordinator,10.0,NJ,MORTGAGE,16000,60,13.59
technician,3.0,NH,RENT,6000,36,9.44
,,IN,RENT,5200,36,10.41
driver/operator,10.0,VA,RENT,1000,36,6.72
sr project manager,5.0,MN,MORTGAGE,3500,36,7.96
owner,10.0,TX,OWN,8000,36,9.44
sr manager operations support,0.0,CO,OWN,4200,36,10.91
credit analyst,2.0,MO,RENT,10400,60,18.45
owner,8.0,MO,OWN,3500,36,13.58
runner,2.0,HI,RENT,12000,36,9.93
manager,10.0,MD,MORTGAGE,15500,36,9.44
finance manager,10.0,MI,MORTGAGE,25000,60,15.05
faculty,6.0,OR,RENT,20000,60,12.62
hr coordinator,10.0,LA,RENT,10000,60,10.42
stylist,3.0,NC,RENT,6000,36,9.44
legal assistant/paralegal,2.0,TN,RENT,18000,60,10.9
assistant service department manager ,10.0,CA,RENT,10000,60,6.72
mixer operator,5.0,IL,MORTGAGE,24000,60,26.77
branch sales officer,0.0,MI,MORTGAGE,9000,36,12.61
legal assistant,2.0,GA,RENT,11000,36,7.35
medical assistant ,4.0,NV,RENT,5000,36,6.07
account manager,10.0,NH,MORTGAGE,15000,36,6.72
owner,9.0,TX,MORTGAGE,40000,36,10.91
flight attendant,3.0,TX,RENT,18000,60,21.45
fleet manager/route check in supervisor,10.0,IN,MORTGAGE,27200,36,11.99
lab technician ,9.0,NC,MORTGAGE,30000,60,12.61
purchasing agent,3.0,MD,RENT,7500,36,7.34
sales,1.0,TN,RENT,7000,36,15.05
repair technician,10.0,WA,RENT,15000,36,7.35
officer,10.0,VA,MORTGAGE,40000,36,6.08
lead application soa architect,4.0,CA,RENT,40000,60,11.98
sergeant first class,10.0,AL,MORTGAGE,7500,36,21.45
manicurist,3.0,TX,MORTGAGE,20000,36,6.71
rn,10.0,MA,MORTGAGE,25800,60,9.93
teacher,6.0,GA,MORTGAGE,12000,60,10.9
aircraft mechanic,3.0,NV,MORTGAGE,7000,36,6.07
program officer,0.0,NC,RENT,8000,36,6.07
driller,10.0,FL,MORTGAGE,25200,60,7.34
jeweler ,2.0,LA,OWN,12000,60,12.62
bus driver,8.0,GA,MORTGAGE,7775,36,18.45
lead operator,2.0,CA,MORTGAGE,13000,36,6.71
order manager,5.0,SC,OWN,20000,60,15.04
tech,3.0,NJ,MORTGAGE,6500,36,7.35
rn,1.0,VA,RENT,24000,60,11.99
project manager,10.0,KY,MORTGAGE,4000,36,6.72
facility administrator,4.0,CA,RENT,32000,36,6.72
electrical assembler,1.0,IN,OWN,28000,36,20.0
general manager,1.0,FL,RENT,20000,36,6.71
designer,10.0,GA,MORTGAGE,3025,36,6.08
chaplain/bereavement,6.0,CA,MORTGAGE,9000,36,7.96
compliance specialist ii,10.0,VA,OWN,25000,36,6.07
tax director,6.0,MA,RENT,30000,36,7.34
research faculty associate,8.0,CA,RENT,16000,60,9.93
supervisor,10.0,NJ,MORTGAGE,25000,36,10.91
executive assistant to the director,2.0,DC,RENT,17000,60,16.02
production manager,10.0,UT,RENT,18000,60,17.47
team lead,10.0,AR,RENT,33600,60,15.04
vice president sales,10.0,TX,MORTGAGE,24725,36,6.08
owner,4.0,NE,MORTGAGE,9000,36,21.85
nurse,10.0,FL,MORTGAGE,20000,60,16.01
forlkift opperator,10.0,NJ,RENT,5000,36,10.91
manager,2.0,RI,MORTGAGE,12000,60,15.05
edi specialist,0.0,NJ,OWN,15000,36,10.41
solo practitioner,10.0,MD,RENT,8000,36,7.97
senior accountant,3.0,TX,MORTGAGE,3000,36,18.06
command master chief,10.0,VA,MORTGAGE,10000,36,9.92
investment & planning analyst,3.0,OH,RENT,3600,36,9.44
community bank president,3.0,CO,MORTGAGE,40000,60,9.93
manager,9.0,GA,MORTGAGE,25000,36,10.41
owner,4.0,CA,RENT,12000,36,6.71
hot end fiberizer,10.0,GA,RENT,10000,36,9.44
messenger,8.0,FL,RENT,10000,36,9.93
,,MI,MORTGAGE,16000,36,5.31
jrotc instructor ,1.0,CA,MORTGAGE,25000,36,10.9
relationship manager ,2.0,AZ,RENT,4800,36,23.87
staff rn 2,10.0,CA,MORTGAGE,20000,36,5.32
systems technician,3.0,CA,RENT,15000,36,18.06
account manager,5.0,TX,MORTGAGE,9300,36,22.9
gm manager,10.0,MI,MORTGAGE,21000,36,9.93
retired,3.0,NY,OWN,13000,60,5.31
master certified spanish interpreter ,10.0,NC,OWN,9600,36,19.42
president of media division,1.0,MA,MORTGAGE,35000,60,26.3
general manager,10.0,FL,RENT,12000,36,21.45
asst manager ,1.0,CT,MORTGAGE,6050,36,26.3
executive assistant,1.0,TN,MORTGAGE,4000,36,6.72
,,CA,MORTGAGE,16000,36,7.97
invoice,10.0,CO,MORTGAGE,16000,60,21.45
professor of english,10.0,CO,MORTGAGE,12000,36,6.71
caretaker,4.0,ME,OWN,12000,36,5.32
commercial loader,3.0,NY,RENT,6000,36,6.71
correction officer,2.0,NY,RENT,9600,36,15.05
captain,0.0,FL,RENT,26500,60,17.09
project specialist,10.0,FL,RENT,4000,36,10.41
realtor,2.0,FL,RENT,5000,36,9.43
nail tech,4.0,TX,MORTGAGE,20000,36,11.98
driver,10.0,CA,MORTGAGE,15000,60,18.45
process sample lab tech,10.0,AL,MORTGAGE,6000,36,7.97
director,0.0,IL,MORTGAGE,15000,36,11.98
finance manager/ hr manager,10.0,IN,MORTGAGE,9000,36,9.44
truck driver,10.0,PA,MORTGAGE,40000,60,11.98
service technician,7.0,NJ,MORTGAGE,1000,36,7.97
insurance consultant agent,10.0,MS,MORTGAGE,10000,36,5.32
tech support,8.0,FL,RENT,4600,36,24.84
supervisor medical assisant,10.0,FL,MORTGAGE,14000,36,20.39
sr training specialist,1.0,NC,MORTGAGE,20000,60,9.93
budget analyst,3.0,MD,MORTGAGE,8000,36,6.08
