emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
owner,10.0,FL,MORTGAGE,196000.0,Not Verified,14.4,,,,0,39.0,2000,4,28,11,364145,68480,0,0,39.0,0,0,3,7,7.0,11,0.0,0,2,7900,19,7,6,3,66.7,0,0,debt_consolidation,individual,21000,36,7.96,657.68,A,A5,Mar-2018,Current,whole,Cash,19434.52,1954.47,1565.48,388.99,0.0
owner,9.0,FL,OWN,150000.0,Verified,4.66,,,,0,,2010,1,5,5,18523,11676,0,1,,0,0,1,2,4.0,5,0.0,0,3,7200,3,3,3,0,100.0,1,0,debt_consolidation,individual,12000,36,10.42,389.58,B,B3,Jan-2018,Current,fractional,Cash,10548.1,1934.01,1451.9,482.11,0.0
warranty administrator,8.0,NY,MORTGAGE,195000.0,Source Verified,12.95,,,,1,6.0,2001,0,21,12,466959,50542,0,0,,0,0,2,3,,12,0.0,0,6,39200,13,8,7,1,85.7,0,0,debt_consolidation,individual,30000,36,9.43,960.01,B,B1,Mar-2018,Current,whole,Cash,27810.09,2887.9,2189.91,697.99,0.0
driver,10.0,CA,RENT,120000.0,Source Verified,16.72,,,,0,,2010,0,16,16,103833,55430,0,0,,0,0,2,2,13.0,16,0.0,0,5,24800,14,14,9,0,100.0,0,0,debt_consolidation,individual,21625,60,10.91,469.21,B,B4,Feb-2018,Current,whole,DirectPay,20519.63,1844.07,1105.37,738.7,0.0
professor,10.0,CA,MORTGAGE,137000.0,Not Verified,14.16,,,,0,,1984,5,33,24,489700,99129,0,0,,0,0,1,7,0.0,24,0.0,0,10,96300,29,22,17,2,100.0,0,0,debt_consolidation,individual,40000,36,7.35,1241.5,A,A4,Jan-2018,Current,whole,Cash,35977.23,4982.34,4022.77,959.57,0.0
systems engineer,10.0,MD,RENT,119000.0,Verified,8.64,,,,0,,2002,4,34,12,34200,23542,0,1,,0,0,2,11,5.0,12,0.0,0,2,3000,26,10,5,0,100.0,0,1,debt_consolidation,individual,28000,60,26.77,851.15,E,E5,Mar-2018,Current,whole,Cash,27305.18,2511.81,694.82,1816.99,0.0
purchasing,10.0,IL,RENT,114000.0,Verified,13.23,,,,0,36.0,2006,3,32,26,108242,90747,0,1,36.0,0,0,2,15,6.0,26,0.0,0,3,20900,27,23,10,0,96.9,0,1,debt_consolidation,individual,15000,36,18.45,545.68,D,D2,Mar-2018,Current,whole,Cash,14365.05,1075.98,634.95,441.03,0.0
set designer,5.0,NY,RENT,150000.0,Source Verified,7.05,,,,0,35.0,2003,0,26,8,76200,70799,0,0,35.0,0,0,2,1,21.0,8,0.0,0,4,14400,7,6,5,0,88.5,0,0,debt_consolidation,individual,25000,36,11.98,830.12,B,B5,Mar-2018,Current,whole,Cash,23240.95,2473.72,1759.05,714.67,0.0
superintendent ,8.0,CA,RENT,152000.0,Source Verified,13.42,,,,0,,1998,0,13,8,69009,60480,0,0,,0,0,0,0,23.0,8,0.0,0,7,54800,10,7,7,0,100.0,0,0,debt_consolidation,individual,40000,36,9.43,1280.01,B,B1,Feb-2018,Current,whole,Cash,36091.52,5078.13,3908.48,1169.65,0.0
sales,3.0,CA,MORTGAGE,114000.0,Verified,19.66,,,,0,,2001,6,29,14,461620,100251,0,0,,0,0,2,6,3.0,14,0.0,0,8,77800,21,11,8,2,100.0,0,0,other,individual,21600,60,26.77,656.6,E,E5,Mar-2018,Current,whole,Cash,21064.0,1937.68,536.0,1401.68,0.0
retail sales,10.0,LA,RENT,112000.0,Source Verified,12.36,,,,1,23.0,1987,2,10,8,42348,24644,0,3,23.0,0,0,4,4,6.0,8,0.0,0,3,10100,5,4,3,0,80.0,3,0,other,individual,4000,36,17.47,143.55,D,D1,Mar-2018,Current,fractional,Cash,3828.12,279.34,171.88,107.46,0.0
copywriter,2.0,NJ,RENT,114000.0,Source Verified,11.2,,,,0,51.0,2006,0,13,7,57475,40907,0,0,,0,0,1,3,19.0,7,0.0,0,5,20100,8,6,6,0,92.3,0,0,credit_card,individual,27500,36,7.97,861.37,A,A5,Jan-2018,Current,whole,Cash,24757.94,3433.3,2742.06,691.24,0.0
district manager,3.0,CA,RENT,120000.0,Not Verified,8.25,,,,0,,1986,0,18,14,50774,14393,0,1,,0,0,2,3,18.0,14,0.0,0,6,26300,14,12,9,0,100.0,0,1,debt_consolidation,individual,8000,36,9.44,256.04,B,B1,Feb-2018,Current,whole,Cash,7218.41,1017.87,781.59,236.28,0.0
president,8.0,NJ,OWN,250000.0,Verified,2.58,,,,0,,2003,2,22,9,72300,14635,0,0,,0,0,1,6,2.0,9,0.0,0,2,56800,13,7,2,2,100.0,0,0,home_improvement,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,whole,Cash,37963.23,2409.32,2036.77,372.55,0.0
sales,10.0,FL,MORTGAGE,220000.0,Source Verified,7.52,,,,0,,1999,1,25,10,285908,57734,0,0,,0,0,2,4,11.0,10,0.0,0,4,9700,13,7,6,5,100.0,0,0,debt_consolidation,individual,24000,60,11.99,533.75,B,B5,Feb-2018,Current,whole,Cash,22806.46,2119.01,1193.54,925.47,0.0
director of financial services,8.0,PA,MORTGAGE,175000.0,Source Verified,14.8,,,,0,,2000,1,28,18,486240,62775,0,0,,0,0,3,5,3.0,18,0.0,0,7,72800,17,14,7,1,100.0,0,0,debt_consolidation,individual,16000,36,6.72,491.99,A,A3,Feb-2018,Current,whole,Cash,14376.87,1961.99,1623.13,338.86,0.0
partner,2.0,TN,OWN,120000.0,Not Verified,6.78,,,,0,,2004,0,23,10,460292,20114,0,0,,0,0,1,2,,10,0.0,0,4,54900,17,8,5,3,100.0,0,0,debt_consolidation,individual,24000,36,5.32,722.76,A,A1,Jan-2018,Current,fractional,Cash,20890.75,3606.71,3109.25,497.46,0.0
clinical coordinator ,10.0,GA,MORTGAGE,114000.0,Not Verified,10.78,,,,0,,1985,1,24,13,423289,29845,0,1,,0,0,1,2,12.0,13,0.0,0,4,54200,13,11,7,2,100.0,1,0,home_improvement,individual,12000,36,5.32,361.38,A,A1,Jan-2018,Current,whole,Cash,9353.05,2882.17,2646.95,235.22,0.0
vp aquisitions,10.0,CA,MORTGAGE,388000.0,Source Verified,8.93,,,,0,44.0,1982,0,18,8,100722,65573,0,0,45.0,0,0,1,2,18.0,8,0.0,0,3,23400,8,5,3,2,64.7,0,0,debt_consolidation,individual,35000,36,12.62,1172.9,C,C1,Feb-2018,Current,whole,Cash,31729.59,4667.06,3270.41,1396.65,0.0
nurse,5.0,IL,RENT,110000.0,Source Verified,21.34,,,,3,20.0,2003,1,26,10,74254,45673,0,0,,0,0,1,2,6.0,10,0.0,0,2,7300,18,7,3,1,88.5,0,0,other,individual,12000,60,14.07,279.66,C,C3,Mar-2018,Current,whole,Cash,11578.21,829.6,421.79,407.81,0.0
sr programmer,10.0,MD,OWN,118000.0,Source Verified,14.22,,,,0,41.0,1994,2,29,9,89086,57467,0,0,41.0,0,0,3,5,8.0,9,0.0,0,3,26000,17,6,6,2,82.8,0,0,home_improvement,individual,15000,60,12.61,338.31,C,C1,Feb-2018,Current,fractional,Cash,14452.23,1004.42,547.77,456.65,0.0
accounts receivable coordinator,4.0,FL,MORTGAGE,275000.0,Source Verified,4.57,,,,0,24.0,1991,1,43,29,88012,51415,0,1,24.0,0,0,2,9,2.0,29,0.0,0,9,29400,40,27,16,0,92.9,0,1,credit_card,individual,12000,36,10.91,392.36,B,B4,Jan-2018,Current,whole,Cash,10557.71,1998.17,1442.29,555.88,0.0
police officer,6.0,NJ,MORTGAGE,102000.0,Source Verified,11.39,157000.0,,15.67,0,,2008,3,15,11,382018,30541,0,0,,0,0,2,4,6.0,11,0.0,0,5,63600,11,8,6,2,100.0,0,0,credit_card,joint,40000,60,9.93,848.51,B,B2,Jan-2018,Current,whole,DirectPay,37369.27,4220.48,2630.73,1589.75,0.0
senior cohort sales advisor,3.0,VA,RENT,200000.0,Source Verified,27.4,300000.0,Source Verified,28.08,0,57.0,1982,0,25,12,1598627,161087,0,0,57.0,0,0,3,5,22.0,12,0.0,0,4,38500,14,7,6,2,90.5,0,0,debt_consolidation,joint,20000,60,9.93,424.26,B,B2,Jan-2018,Current,whole,Cash,18684.61,2110.27,1315.39,794.88,0.0
quantitative modeller,2.0,OR,MORTGAGE,120000.0,Verified,16.53,,,,0,41.0,1981,0,15,11,637272,37181,0,0,,0,0,1,2,23.0,11,0.0,0,5,55600,10,8,6,2,85.7,0,0,home_improvement,individual,35000,36,6.72,1076.23,A,A3,Jan-2018,Current,whole,Cash,31449.39,4291.85,3550.61,741.24,0.0
programs manager,2.0,NC,MORTGAGE,179000.0,Not Verified,11.08,,,,4,14.0,2001,1,24,13,394839,73526,0,0,16.0,0,0,2,2,9.0,13,0.0,0,6,13300,18,10,7,1,77.8,0,0,debt_consolidation,individual,12000,36,9.92,386.76,B,B2,Mar-2018,Current,whole,Cash,11130.17,1163.59,869.83,293.76,0.0
lineman,10.0,OH,MORTGAGE,125000.0,Verified,21.34,,,,3,20.0,2003,8,33,11,256890,76949,0,0,76.0,0,0,4,2,1.0,11,0.0,0,5,25900,11,5,5,3,84.4,0,0,debt_consolidation,individual,20000,36,20.0,743.28,D,D4,Jan-2018,Current,fractional,Cash,17880.79,3694.18,2119.21,1574.97,0.0
owner,10.0,NY,OWN,200000.0,Source Verified,5.36,,,,1,17.0,2006,4,19,12,49429,27738,0,0,,0,0,2,9,1.0,12,0.0,0,6,25900,13,10,8,0,89.5,0,0,major_purchase,individual,30000,60,21.85,826.02,D,D5,Mar-2018,Current,whole,Cash,29145.31,2405.23,854.69,1550.54,0.0
locomotive engineer,10.0,NY,OWN,161105.0,Not Verified,28.28,,,,0,,1997,11,22,14,130606,116429,0,0,,0,0,5,3,1.0,14,0.0,0,5,38100,13,9,7,1,100.0,0,0,credit_card,individual,15000,36,10.9,490.38,B,B4,Mar-2018,Current,whole,Cash,13927.93,1452.97,1072.07,380.9,0.0
hr director ,5.0,OH,RENT,138000.0,Source Verified,6.84,,,,0,28.0,2000,4,34,14,49041,32424,0,1,28.0,0,0,1,11,2.0,14,0.0,0,4,14500,22,13,6,2,90.6,0,1,moving,individual,3000,36,10.42,97.4,B,B3,Jan-2018,Current,whole,Cash,2637.0,485.26,363.0,122.26,0.0
ceo,10.0,MO,MORTGAGE,120000.0,Source Verified,28.61,150000.0,Source Verified,32.54,2,5.0,2000,2,37,16,281562,207677,0,2,,0,0,7,4,9.0,16,0.0,0,3,59500,11,8,3,2,91.4,2,0,debt_consolidation,joint,40000,36,15.05,1387.6,C,C4,Jan-2018,Current,fractional,Cash,35457.82,6904.56,4542.18,2362.38,0.0
store manager,1.0,CA,MORTGAGE,102000.0,Not Verified,33.14,,,,0,54.0,2000,5,27,13,686821,82328,0,0,54.0,0,0,7,4,11.0,13,0.0,0,2,7900,9,5,3,5,88.9,0,0,debt_consolidation,individual,12500,60,12.62,281.99,C,C1,Jan-2018,Current,whole,DirectPay,11731.34,1392.42,768.66,623.76,0.0
business analyst,0.0,SC,MORTGAGE,140000.0,Verified,17.75,,,,0,,1993,2,32,22,232652,72225,0,0,,0,0,4,7,3.0,22,0.0,0,5,29200,24,17,9,1,100.0,0,0,renewable_energy,individual,13000,60,15.04,309.55,C,C4,Mar-2018,Current,whole,Cash,12704.93,608.24,295.07,313.17,0.0
vp global business development,10.0,TX,MORTGAGE,170000.0,Source Verified,13.67,,,,0,,2008,1,20,9,390580,82538,0,0,,0,0,1,5,11.0,9,0.0,0,3,51200,11,7,5,3,100.0,0,0,credit_card,individual,40000,36,11.99,1328.39,B,B5,Jan-2018,Current,whole,Cash,19229.06,22286.92,20770.94,1515.98,0.0
chief solutions officer,10.0,TN,MORTGAGE,195000.0,Verified,24.81,,,,0,,2007,0,36,23,491173,263885,0,0,,0,0,7,3,,23,0.0,0,6,78300,17,13,9,4,100.0,0,0,debt_consolidation,individual,35000,36,13.59,1189.26,C,C2,Jan-2018,Current,whole,Cash,30944.76,5919.88,4055.24,1864.64,0.0
department manager,10.0,GA,MORTGAGE,104000.0,Not Verified,10.97,,,,0,,2003,1,68,35,360361,30916,0,0,,0,0,4,7,9.0,35,0.0,0,13,164100,45,29,16,2,100.0,0,0,debt_consolidation,individual,9000,36,5.31,271.0,A,A1,Feb-2018,Current,fractional,Cash,8303.4,810.34,696.6,113.74,0.0
owner,3.0,OH,MORTGAGE,140000.0,Not Verified,37.22,,,,0,,2002,0,78,34,412549,121863,0,0,,0,0,5,3,13.0,34,0.0,0,14,61700,34,27,21,4,100.0,0,0,car,individual,10000,36,14.08,342.17,C,C3,Jan-2018,Current,whole,Cash,8849.12,1703.03,1150.88,552.15,0.0
enterprise product manager,1.0,CA,RENT,170000.0,Not Verified,12.47,,,,0,,1999,0,10,3,66000,50211,0,0,,0,0,1,1,17.0,3,0.0,0,1,26000,3,2,1,0,100.0,0,0,vacation,individual,2000,36,15.05,69.38,C,C4,Jan-2018,Fully Paid,whole,Cash,0.0,2010.9552777781,2000.0,10.96,0.0
"vice president, sales and marketing",10.0,CA,MORTGAGE,190000.0,Not Verified,12.33,,,,0,34.0,1990,1,54,13,1049446,266631,0,0,34.0,0,0,3,6,10.0,13,0.0,0,3,25100,7,4,3,13,97.9,0,0,medical,individual,10000,60,10.9,216.93,B,B4,Feb-2018,Current,whole,Cash,9618.26,644.73,381.74,262.99,0.0
unexploded ordnance technician 2,8.0,VA,RENT,132000.0,Source Verified,9.43,,,,0,,2003,3,19,6,84700,38172,0,0,,0,0,1,4,2.0,6,0.0,0,1,59700,9,5,1,0,100.0,0,0,credit_card,individual,38400,36,6.72,1180.78,A,A3,Jan-2018,Current,whole,Cash,33516.91,5875.23,4883.09,992.14,0.0
owner operator,4.0,PA,OWN,200000.0,Source Verified,19.66,,,,0,,2004,5,31,16,333833,136733,0,0,,0,0,8,7,6.0,16,0.0,0,3,54500,9,7,4,4,100.0,0,0,other,individual,27000,60,11.99,600.47,B,B5,Feb-2018,Current,fractional,Cash,25657.26,2383.9,1342.74,1041.16,0.0
engineer,10.0,TX,RENT,128500.0,Verified,20.57,,,,0,,1984,0,20,13,162560,48912,0,0,,0,0,2,3,15.0,13,0.0,0,6,96400,14,11,7,0,100.0,0,0,debt_consolidation,individual,24000,36,6.72,737.99,A,A3,Jan-2018,Current,fractional,Cash,21565.28,2943.0,2434.72,508.28,0.0
field supervisor,10.0,AZ,MORTGAGE,150000.0,Not Verified,14.91,,,,0,,1995,1,31,9,275181,112977,0,0,,0,0,1,4,7.0,9,0.0,0,6,65800,13,7,7,4,100.0,0,0,credit_card,individual,25000,36,10.41,811.51,B,B3,Mar-2018,Current,whole,Cash,23200.57,2405.61,1799.43,606.18,0.0
partner,10.0,CA,RENT,105000.0,Not Verified,10.15,,,,0,,2006,1,10,5,51073,35129,0,0,,0,0,1,0,12.0,5,0.0,0,3,9000,7,4,3,0,100.0,0,0,debt_consolidation,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18468.54,1820.5,1531.46,289.04,0.0
marketing manager,10.0,TX,OWN,139000.0,Not Verified,19.4,,,,0,,1997,1,16,10,372100,102778,0,0,,0,0,1,1,10.0,10,0.0,0,5,73100,11,8,6,2,100.0,0,0,home_improvement,individual,7200,36,6.07,219.27,A,A2,Mar-2018,Current,whole,Cash,6648.67,652.95,551.33,101.62,0.0
executive assistant/office manager ,2.0,WA,RENT,113000.0,Not Verified,23.57,262000.0,Not Verified,16.59,0,47.0,2003,3,30,16,467262,63476,0,0,47.0,0,0,1,7,8.0,16,0.0,0,3,47500,13,11,6,6,90.0,0,0,debt_consolidation,joint,22000,60,9.44,461.4,B,B1,Feb-2018,Current,whole,Cash,20832.99,1834.06,1167.01,667.05,0.0
alarm technician ,10.0,NY,MORTGAGE,210000.0,Verified,16.89,,,,1,22.0,2005,2,32,16,542619,81712,0,0,22.0,0,0,2,5,11.0,16,0.0,0,5,40700,25,13,8,2,93.8,0,0,debt_consolidation,individual,30000,36,19.42,1106.07,D,D3,Mar-2018,Current,whole,Cash,28108.0,3285.84,1892.0,1393.84,0.0
sales manager,10.0,NJ,OWN,300000.0,Not Verified,9.94,,,,0,25.0,2000,0,15,12,610407,69767,0,0,,0,0,2,8,13.0,12,0.0,0,3,40500,9,8,5,2,86.7,0,0,credit_card,individual,35000,36,9.93,1128.21,B,B2,Jan-2018,Current,fractional,DirectPay,30737.11,5602.43,4262.89,1339.54,0.0
executive vice president,3.0,PA,MORTGAGE,250000.0,Source Verified,1.43,,,,0,,1999,6,5,4,31642,13806,0,1,,0,0,1,4,5.0,4,0.0,0,3,22800,4,3,3,0,80.0,1,0,debt_consolidation,individual,35000,60,17.09,871.54,D,D1,Jan-2018,Current,whole,Cash,33475.49,3452.93,1524.51,1928.42,0.0
senior banker,7.0,NJ,MORTGAGE,120000.0,Verified,7.19,,,,0,48.0,1998,2,17,12,94605,39663,0,0,81.0,0,0,3,4,1.0,12,0.0,0,5,45900,13,9,6,0,92.3,0,0,home_improvement,individual,40000,60,9.93,848.51,B,B2,Mar-2018,Current,whole,Cash,38434.59,2501.4,1565.41,935.99,0.0
licensed staff agent,10.0,WV,MORTGAGE,111000.0,Not Verified,6.24,,,,0,,1995,1,18,12,156579,14735,0,0,,0,0,2,3,3.0,12,0.0,0,4,72700,11,9,6,3,100.0,0,0,credit_card,individual,11500,36,6.08,350.27,A,A2,Jan-2018,Current,whole,Cash,10025.11,1747.47,1474.89,272.58,0.0
operator,3.0,ND,RENT,110000.0,Source Verified,2.69,,,,0,,2004,1,14,7,79104,8957,0,0,,0,0,0,7,10.0,7,0.0,0,5,74500,11,5,5,0,100.0,0,0,debt_consolidation,individual,30000,36,6.71,922.35,A,A3,Feb-2018,Current,whole,Cash,27723.52,2755.87,2276.48,479.39,0.0
senior vice president,9.0,MD,MORTGAGE,169880.0,Source Verified,20.61,,,,0,42.0,1998,3,35,15,767814,93966,0,1,69.0,0,5743,4,9,0.0,15,0.0,0,1,5200,16,8,5,7,74.3,1,0,other,individual,16000,36,16.02,562.68,C,C5,Feb-2018,Charged Off,whole,Cash,0.0,1673.8,1061.28,612.52,0.0
superviser,10.0,IN,MORTGAGE,107000.0,Not Verified,20.45,,,,0,41.0,1988,5,37,11,123603,93151,0,0,,0,0,2,7,8.0,11,0.0,0,4,23900,18,9,7,5,91.7,0,0,debt_consolidation,individual,8500,36,16.02,298.92,C,C5,Feb-2018,Current,whole,Cash,7743.23,1176.77,756.77,420.0,0.0
accountant,10.0,VA,MORTGAGE,185000.0,Not Verified,12.56,,,,0,25.0,1974,1,57,28,556875,35459,0,0,54.0,0,0,1,17,9.0,28,0.0,0,4,10900,55,26,25,1,64.7,0,0,debt_consolidation,individual,20000,36,11.98,664.1,B,B5,Feb-2018,Current,whole,Cash,18592.74,1978.99,1407.26,571.73,0.0
owner,10.0,CO,OWN,125000.0,Not Verified,29.25,,,,0,,1990,0,30,14,719119,248381,0,0,,0,0,1,2,,14,0.0,0,2,26500,18,11,5,3,100.0,0,0,car,individual,25000,60,10.9,542.32,B,B4,Mar-2018,Current,whole,Cash,24045.67,1611.82,954.33,657.49,0.0
executive,10.0,MO,MORTGAGE,200000.0,Source Verified,16.96,,,,0,,1996,1,22,11,319271,162435,0,0,,0,0,4,5,8.0,11,0.0,0,6,69900,11,6,6,2,100.0,0,0,debt_consolidation,individual,30000,36,19.03,1100.14,D,D3,Jan-2018,Fully Paid,fractional,Cash,0.0,30614.8410129548,30000.0,614.84,0.0
creative director,1.0,NY,RENT,170000.0,Not Verified,9.01,,,,1,3.0,2003,2,20,15,136925,31470,0,0,,0,0,6,2,2.0,15,0.0,0,4,41200,14,9,7,0,95.0,0,0,credit_card,individual,9000,36,5.31,271.0,A,A1,Feb-2018,Current,whole,DirectPay,8303.4,810.34,696.6,113.74,0.0
consultant,4.0,CA,RENT,101000.0,Verified,23.02,,,,0,,2004,0,34,14,107512,69759,0,0,,0,0,8,8,,14,0.0,0,3,11500,9,5,5,0,100.0,0,0,credit_card,individual,4000,36,16.02,140.67,C,C5,Jan-2018,Current,whole,Cash,3551.84,699.79,448.16,251.63,0.0
agency owner-president,10.0,CO,MORTGAGE,250000.0,Source Verified,5.81,,,,0,74.0,2006,1,14,9,460600,33577,0,1,,0,0,1,5,11.0,9,0.0,0,3,23800,9,7,5,2,92.9,1,0,other,individual,15600,36,16.01,548.53,C,C5,Mar-2018,Current,whole,Cash,14565.11,1631.71,1034.89,596.82,0.0
user experience researcher,3.0,GA,MORTGAGE,250000.0,Source Verified,15.57,,,,0,,1996,1,27,22,262391,149728,0,0,,0,0,6,4,1.0,22,0.0,0,7,117700,19,16,8,0,100.0,0,0,debt_consolidation,individual,16000,36,10.42,519.44,B,B3,Jan-2018,Current,whole,Cash,14064.14,2587.94,1935.86,652.08,0.0
architect,10.0,TX,MORTGAGE,108000.0,Not Verified,34.84,,,,0,,1989,7,46,22,386632,114121,0,0,,0,0,5,10,8.0,22,0.0,0,7,54200,26,15,11,2,100.0,0,0,home_improvement,individual,25000,60,9.44,524.32,B,B1,Jan-2018,Current,whole,Cash,23335.75,2595.38,1664.25,931.13,0.0
medical doctor,3.0,MN,MORTGAGE,260000.0,Verified,11.07,,,,1,12.0,1995,1,14,6,449287,165555,0,0,,0,0,3,2,6.0,6,0.0,0,1,9000,7,2,2,1,71.4,0,0,debt_consolidation,individual,16800,60,10.42,360.44,B,B3,Jan-2018,Current,whole,Cash,15708.41,1792.47,1091.59,700.88,0.0
data architect,2.0,MA,RENT,250000.0,Source Verified,5.6,,,,2,5.0,2007,0,13,6,57600,32020,0,0,,0,0,2,0,17.0,6,0.0,0,2,16600,6,4,3,0,76.9,0,0,debt_consolidation,individual,16000,36,17.09,571.17,D,D1,Feb-2018,Current,whole,Cash,14598.68,2254.3,1401.32,852.98,0.0
vice president of operations,10.0,MA,MORTGAGE,118000.0,Source Verified,8.1,,,,0,,2004,5,24,10,593350,139072,0,0,,0,0,5,7,7.0,10,0.0,0,4,21700,8,4,4,2,100.0,0,0,debt_consolidation,individual,10000,60,30.17,324.58,F,F3,Mar-2018,Current,whole,Cash,9774.95,956.98,225.05,731.93,0.0
tfs tech,10.0,TX,MORTGAGE,125381.0,Source Verified,20.05,,,,0,,2001,0,31,17,304514,82773,0,0,,0,0,2,1,20.0,17,0.0,0,9,91600,19,13,12,3,100.0,0,0,credit_card,individual,40000,60,14.08,932.39,C,C3,Jan-2018,Current,whole,Cash,37629.74,4630.66,2370.26,2260.4,0.0
bookkeeper ,10.0,NY,MORTGAGE,1020000.0,Source Verified,1.75,,,,0,,1997,4,27,21,284151,52723,0,0,,0,0,2,5,0.0,21,0.0,0,5,25800,23,18,12,1,100.0,0,0,debt_consolidation,individual,20000,60,17.47,502.12,D,D1,Mar-2018,Current,whole,Cash,19357.88,1467.54,642.12,825.42,0.0
senior auditor,0.0,AZ,OWN,106000.0,Source Verified,18.36,,,,0,61.0,2006,0,36,26,494221,96393,0,0,61.0,0,0,16,3,15.0,26,0.0,0,4,51700,11,8,4,2,97.2,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,Feb-2018,Current,whole,Cash,22757.9,2031.85,1242.1,789.75,0.0
correctional officer,10.0,CA,MORTGAGE,120000.0,Source Verified,12.55,,,,0,,1998,1,21,7,73020,62893,0,1,,0,0,2,6,8.0,7,0.0,0,1,8300,10,5,4,0,100.0,0,1,debt_consolidation,individual,12000,36,14.08,410.6,C,C3,Jan-2018,Current,fractional,Cash,10618.97,1982.6,1381.03,601.57,0.0
chief cyber operations,10.0,TX,MORTGAGE,107200.0,Not Verified,31.52,,,,0,27.0,2005,3,36,11,448510,127493,0,0,72.0,0,0,4,12,1.0,11,0.0,0,3,10200,14,6,5,3,83.3,0,0,debt_consolidation,individual,25000,60,20.0,662.35,D,D4,Jan-2018,Current,whole,Cash,23729.95,3283.97,1270.05,2013.92,0.0
manager,10.0,OH,MORTGAGE,134676.0,Not Verified,14.42,,,,1,23.0,1996,12,47,18,592574,308953,0,0,29.0,0,0,5,6,2.0,18,0.0,0,1,36400,16,12,6,3,95.7,0,0,debt_consolidation,individual,22250,60,9.44,466.64,B,B1,Jan-2018,Current,whole,Cash,20768.85,2321.53,1481.15,840.38,0.0
director,1.0,AZ,MORTGAGE,130000.0,Source Verified,20.77,,,,0,,2002,8,29,17,299098,120136,0,0,,0,0,3,11,3.0,17,0.0,0,0,105300,18,14,0,2,100.0,0,0,major_purchase,individual,27000,60,9.92,572.61,B,B2,Mar-2018,Current,whole,Cash,25943.08,1702.95,1056.92,646.03,0.0
owner,10.0,CA,MORTGAGE,120000.0,Source Verified,4.3,,,,2,7.0,2004,0,10,5,337987,5720,0,2,35.0,0,0,1,2,23.0,5,0.0,0,2,2500,3,3,2,3,40.0,2,0,small_business,individual,16000,60,12.61,360.87,C,C1,Mar-2018,Current,whole,Cash,15415.69,1060.19,584.31,475.88,0.0
owner,2.0,LA,RENT,350000.0,Source Verified,7.64,,,,0,26.0,1990,1,27,12,180643,157338,0,1,,0,0,4,1,4.0,12,0.0,0,5,85900,15,8,5,2,92.6,1,0,credit_card,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,DirectPay,36904.08,3601.46,3095.92,505.54,0.0
principal consultant,3.0,CO,RENT,305000.0,Verified,8.97,,,,0,,1985,3,18,9,238701,81032,0,0,,0,0,2,3,2.0,9,0.0,0,4,158000,8,6,4,1,100.0,0,0,credit_card,individual,20000,36,6.07,609.08,A,A2,Mar-2018,Current,whole,Cash,18981.6,1255.26,1018.4,236.86,0.0
rn,10.0,CO,MORTGAGE,120000.0,Source Verified,19.43,,,,0,,1992,6,42,26,551667,195735,0,0,,0,0,10,17,1.0,26,0.0,0,6,89300,22,15,9,6,100.0,0,0,credit_card,individual,12000,36,9.93,386.82,B,B2,Feb-2018,Current,fractional,Cash,10835.57,1540.66,1164.43,376.23,0.0
manager ,10.0,CA,MORTGAGE,130000.0,Source Verified,10.79,190000.0,Source Verified,13.34,0,,2004,4,18,10,461104,44549,0,0,,0,0,1,4,0.0,10,0.0,0,6,29600,14,8,7,1,100.0,0,0,debt_consolidation,joint,30000,60,15.04,714.33,C,C4,Mar-2018,Current,whole,Cash,29319.1,1403.59,680.9,722.69,0.0
continuous improvement,10.0,IN,MORTGAGE,110000.0,Not Verified,5.8,,,,0,,1998,1,26,10,371805,26375,0,0,,0,0,0,4,7.0,10,0.0,0,2,55400,18,9,3,3,100.0,0,0,credit_card,individual,40000,60,5.32,760.73,A,A1,Jan-2018,Current,whole,DirectPay,37057.3,3780.01,2942.7,837.31,0.0
architect,7.0,MA,RENT,115000.0,Not Verified,18.25,,,,0,,2000,0,8,8,136800,46145,0,0,,0,0,3,2,18.0,8,0.0,0,3,77400,5,5,3,0,100.0,0,0,debt_consolidation,individual,5000,36,7.35,155.19,A,A4,Feb-2018,Current,fractional,Cash,4497.14,618.72,502.86,115.86,0.0
